tStep  	n= 1 l= 0   	n= 2 l= 0   	n= 2 l= 1   	n= 3 l= 0   	n= 3 l= 1   	n= 3 l= 2   	n= 4 l= 0   	n= 4 l= 1   	n= 4 l= 2   	n= 4 l= 3   	n= 5 l= 0   	n= 5 l= 1   	n= 5 l= 2   	n= 5 l= 3   	n= 5 l= 4   	n= 6 l= 0   	n= 6 l= 1   	n= 6 l= 2   	n= 6 l= 3   	n= 6 l= 4   	n= 6 l= 5   	n= 7 l= 0   	n= 7 l= 1   	n= 7 l= 2   	n= 7 l= 3   	n= 7 l= 4   	n= 7 l= 5   	n= 7 l= 6   	n= 8 l= 0   	n= 8 l= 1   	n= 8 l= 2   	n= 8 l= 3   	n= 8 l= 4   	n= 8 l= 5   	n= 8 l= 6   	n= 8 l= 7   	n= 1        	n= 2        	n= 3        	n= 4        	n= 5        	n= 6        	n= 7        	n= 8        	n+          	oInt        	bInt        	tInt 
0000000	 0.10000E+01	 0.88976E-19	 0.00000E+00	 0.26363E-19	 0.00000E+00	 0.00000E+00	 0.11122E-19	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.56945E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.32954E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.20753E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.13903E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.10000E+01	 0.88976E-19	 0.26363E-19	 0.11122E-19	 0.56945E-20	 0.32954E-20	 0.20753E-20	 0.13903E-20	 0.34756E-20	 0.10000E+01	-0.16873E-08	 0.10000E+01 
0000249	 0.10000E+01	 0.59412E-11	 0.15142E-12	 0.15743E-11	 0.24224E-13	 0.50197E-26	 0.63993E-12	 0.84099E-14	 0.21165E-26	 0.74453E-40	 0.32216E-12	 0.39468E-14	 0.10613E-26	 0.52087E-40	 0.63078E-54	 0.18475E-12	 0.21802E-14	 0.60500E-27	 0.33928E-40	 0.61822E-54	 0.34656E-68	 0.11571E-12	 0.13353E-14	 0.37714E-27	 0.22675E-40	 0.49338E-54	 0.43670E-68	 0.13363E-82	 0.77242E-13	 0.87866E-15	 0.25090E-27	 0.15727E-40	 0.37738E-54	 0.41155E-68	 0.20566E-82	 0.38179E-97	 0.10000E+01	 0.60926E-11	 0.15985E-11	 0.64834E-12	 0.32611E-12	 0.18693E-12	 0.11704E-12	 0.78121E-13	 0.19530E-12	 0.10000E+01	-0.16540E-08	 0.10000E+01 
0000499	 0.10000E+01	 0.22436E-10	 0.32777E-10	 0.58113E-11	 0.52052E-11	 0.24265E-21	 0.23413E-11	 0.18020E-11	 0.10224E-21	 0.79582E-33	 0.11736E-11	 0.84450E-12	 0.51247E-22	 0.55668E-33	 0.14874E-44	 0.67142E-12	 0.46615E-12	 0.29208E-22	 0.36257E-33	 0.14577E-44	 0.18014E-56	 0.41990E-12	 0.28537E-12	 0.18205E-22	 0.24231E-33	 0.11633E-44	 0.22699E-56	 0.15304E-68	 0.28004E-12	 0.18772E-12	 0.12110E-22	 0.16805E-33	 0.88979E-45	 0.21392E-56	 0.23553E-68	 0.96296E-81	 0.10000E+01	 0.55213E-10	 0.11017E-10	 0.41432E-11	 0.20181E-11	 0.11376E-11	 0.70528E-12	 0.46777E-12	 0.11694E-11	 0.10000E+01	-0.16019E-08	 0.10000E+01 
0000749	 0.10000E+01	 0.45924E-10	 0.62850E-09	 0.11436E-10	 0.98524E-10	 0.94209E-19	 0.45362E-11	 0.33935E-10	 0.39637E-19	 0.61570E-29	 0.22568E-11	 0.15866E-10	 0.19855E-19	 0.43059E-29	 0.22820E-39	 0.12857E-11	 0.87457E-11	 0.11312E-19	 0.28042E-29	 0.22363E-39	 0.54764E-50	 0.80204E-12	 0.53497E-11	 0.70488E-20	 0.18739E-29	 0.17846E-39	 0.69005E-50	 0.92155E-61	 0.53401E-12	 0.35172E-11	 0.46882E-20	 0.12996E-29	 0.13650E-39	 0.65029E-50	 0.14182E-60	 0.11482E-71	 0.10000E+01	 0.67442E-09	 0.10996E-09	 0.38472E-10	 0.18122E-10	 0.10031E-10	 0.61517E-11	 0.40512E-11	 0.10128E-10	 0.10000E+01	-0.13279E-08	 0.10000E+01 
0000999	 0.10000E+01	 0.71314E-10	 0.40785E-08	 0.16752E-10	 0.62681E-09	 0.43071E-17	 0.64907E-11	 0.21424E-09	 0.18078E-17	 0.19402E-26	 0.31925E-11	 0.99789E-10	 0.90444E-18	 0.13565E-26	 0.49115E-36	 0.18073E-11	 0.54895E-10	 0.51493E-18	 0.88325E-27	 0.48128E-36	 0.80415E-46	 0.11230E-11	 0.33537E-10	 0.32075E-18	 0.59019E-27	 0.38404E-36	 0.10132E-45	 0.92291E-56	 0.74581E-12	 0.22031E-10	 0.21327E-18	 0.40928E-27	 0.29373E-36	 0.95481E-46	 0.14203E-55	 0.78408E-66	 0.10000E+01	 0.41498E-08	 0.64356E-09	 0.22073E-09	 0.10298E-09	 0.56702E-10	 0.34660E-10	 0.22777E-10	 0.56943E-10	 0.10000E+01	-0.35866E-10	 0.10000E+01 
0001249	 0.10000E+01	 0.93070E-10	 0.13259E-07	 0.20149E-10	 0.19802E-08	 0.51133E-16	 0.75488E-11	 0.66930E-09	 0.21381E-16	 0.81779E-25	 0.36519E-11	 0.31008E-09	 0.10677E-16	 0.57154E-25	 0.72397E-34	 0.20483E-11	 0.17007E-09	 0.60723E-17	 0.37207E-25	 0.70934E-34	 0.41378E-43	 0.12655E-11	 0.10371E-09	 0.37799E-17	 0.24859E-25	 0.56599E-34	 0.52132E-43	 0.16576E-52	 0.83734E-12	 0.68052E-10	 0.25123E-17	 0.17237E-25	 0.43287E-34	 0.49125E-43	 0.25509E-52	 0.49142E-62	 0.10000E+01	 0.13352E-07	 0.20004E-08	 0.67685E-09	 0.31373E-09	 0.17212E-09	 0.10498E-09	 0.68890E-10	 0.17222E-09	 0.10000E+01	 0.27409E-08	 0.10000E+01 
0001499	 0.10000E+01	 0.10651E-09	 0.24634E-07	 0.20609E-10	 0.35438E-08	 0.20487E-15	 0.73590E-11	 0.11802E-08	 0.85244E-16	 0.68199E-24	 0.34754E-11	 0.54291E-09	 0.42465E-16	 0.47641E-24	 0.12316E-32	 0.19229E-11	 0.29660E-09	 0.24118E-16	 0.31006E-24	 0.12066E-32	 0.14321E-41	 0.11782E-11	 0.18044E-09	 0.15001E-16	 0.20712E-24	 0.96271E-33	 0.18042E-41	 0.11675E-50	 0.77523E-12	 0.11821E-09	 0.99645E-17	 0.14361E-24	 0.73625E-33	 0.17000E-41	 0.17967E-50	 0.70419E-60	 0.10000E+01	 0.24740E-07	 0.35645E-08	 0.11876E-08	 0.54639E-09	 0.29852E-09	 0.18162E-09	 0.11898E-09	 0.29746E-09	 0.10000E+01	 0.50613E-08	 0.10000E+01 
0001749	 0.10000E+01	 0.10898E-09	 0.27316E-07	 0.18035E-10	 0.38878E-08	 0.26230E-15	 0.59985E-11	 0.12892E-08	 0.10899E-15	 0.99851E-24	 0.27310E-11	 0.59181E-09	 0.54259E-16	 0.69745E-24	 0.20506E-32	 0.14796E-11	 0.32293E-09	 0.30805E-16	 0.45389E-24	 0.20089E-32	 0.27093E-41	 0.89476E-12	 0.19632E-09	 0.19155E-16	 0.30319E-24	 0.16028E-32	 0.34132E-41	 0.25103E-50	 0.58367E-12	 0.12855E-09	 0.12723E-16	 0.21020E-24	 0.12258E-32	 0.32162E-41	 0.38630E-50	 0.17206E-59	 0.10000E+01	 0.27425E-07	 0.39059E-08	 0.12952E-08	 0.59454E-09	 0.32441E-09	 0.19721E-09	 0.12914E-09	 0.32284E-09	 0.10000E+01	 0.53776E-08	 0.10000E+01 
0001999	 0.10000E+01	 0.10002E-09	 0.30833E-07	 0.13204E-10	 0.54148E-08	 0.89136E-16	 0.39214E-11	 0.19220E-08	 0.40453E-16	 0.81847E-25	 0.16786E-11	 0.90964E-09	 0.20982E-16	 0.58502E-25	 0.54911E-34	 0.87684E-12	 0.50454E-09	 0.12181E-16	 0.38569E-25	 0.54028E-34	 0.27270E-43	 0.51811E-12	 0.30973E-09	 0.76770E-17	 0.25969E-25	 0.43222E-34	 0.34411E-43	 0.96790E-53	 0.33277E-12	 0.20410E-09	 0.51436E-17	 0.18099E-25	 0.33112E-34	 0.32458E-43	 0.14906E-52	 0.25622E-62	 0.10000E+01	 0.30933E-07	 0.54280E-08	 0.19260E-08	 0.91132E-09	 0.50542E-09	 0.31025E-09	 0.20443E-09	 0.51107E-09	 0.10000E+01	 0.13365E-07	 0.10000E+01 
0002249	 0.10000E+01	 0.80509E-10	 0.10950E-06	 0.74392E-11	 0.20310E-07	 0.16078E-14	 0.17812E-11	 0.72836E-08	 0.78706E-15	 0.54062E-23	 0.66863E-12	 0.34591E-08	 0.42090E-15	 0.42499E-23	 0.60399E-32	 0.32133E-12	 0.19216E-08	 0.24817E-15	 0.29443E-23	 0.64778E-32	 0.28202E-41	 0.17966E-12	 0.11807E-08	 0.15782E-15	 0.20412E-23	 0.54543E-32	 0.38156E-41	 0.64119E-51	 0.11106E-12	 0.77840E-09	 0.10634E-15	 0.14494E-23	 0.43184E-32	 0.37643E-41	 0.10451E-50	 0.79433E-61	 0.10000E+01	 0.10958E-06	 0.20318E-07	 0.72853E-08	 0.34598E-08	 0.19220E-08	 0.11809E-08	 0.77852E-09	 0.19463E-08	 0.10000E+01	 0.54050E-07	 0.10000E+01 
