tStep  	n= 1 l= 0   	n= 2 l= 0   	n= 2 l= 1   	n= 3 l= 0   	n= 3 l= 1   	n= 3 l= 2   	n= 4 l= 0   	n= 4 l= 1   	n= 4 l= 2   	n= 4 l= 3   	n= 5 l= 0   	n= 5 l= 1   	n= 5 l= 2   	n= 5 l= 3   	n= 5 l= 4   	n= 6 l= 0   	n= 6 l= 1   	n= 6 l= 2   	n= 6 l= 3   	n= 6 l= 4   	n= 6 l= 5   	n= 7 l= 0   	n= 7 l= 1   	n= 7 l= 2   	n= 7 l= 3   	n= 7 l= 4   	n= 7 l= 5   	n= 7 l= 6   	n= 8 l= 0   	n= 8 l= 1   	n= 8 l= 2   	n= 8 l= 3   	n= 8 l= 4   	n= 8 l= 5   	n= 8 l= 6   	n= 8 l= 7   	n= 1        	n= 2        	n= 3        	n= 4        	n= 5        	n= 6        	n= 7        	n= 8        	n+          	oInt        	bInt        	tInt 
0000000	 0.10000E+01	 0.88976E-19	 0.00000E+00	 0.26363E-19	 0.00000E+00	 0.00000E+00	 0.11122E-19	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.56945E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.32954E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.20753E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.13903E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.10000E+01	 0.88976E-19	 0.26363E-19	 0.11122E-19	 0.56945E-20	 0.32954E-20	 0.20753E-20	 0.13903E-20	 0.34756E-20	 0.10000E+01	-0.16873E-08	 0.10000E+01 
0000249	 0.10000E+01	 0.59411E-11	 0.18681E-10	 0.15743E-11	 0.29886E-11	 0.76407E-22	 0.63993E-12	 0.10376E-11	 0.32216E-22	 0.13982E-33	 0.32216E-12	 0.48694E-12	 0.16155E-22	 0.97817E-34	 0.14615E-45	 0.18475E-12	 0.26898E-12	 0.92089E-23	 0.63714E-34	 0.14324E-45	 0.99065E-58	 0.11571E-12	 0.16475E-12	 0.57406E-23	 0.42583E-34	 0.11431E-45	 0.12483E-57	 0.47127E-70	 0.77242E-13	 0.10841E-12	 0.38190E-23	 0.29534E-34	 0.87436E-46	 0.11764E-57	 0.72528E-70	 0.16612E-82	 0.10000E+01	 0.24622E-10	 0.45629E-11	 0.16775E-11	 0.80909E-12	 0.45373E-12	 0.28045E-12	 0.18565E-12	 0.46412E-12	 0.10000E+01	-0.16447E-08	 0.10000E+01 
0000499	 0.10000E+01	 0.22427E-10	 0.40359E-08	 0.58092E-11	 0.64093E-09	 0.36790E-17	 0.23405E-11	 0.22188E-09	 0.15501E-17	 0.14858E-26	 0.11732E-11	 0.10399E-09	 0.77701E-18	 0.10393E-26	 0.34193E-36	 0.67120E-12	 0.57397E-10	 0.44284E-18	 0.67691E-27	 0.33510E-36	 0.50993E-46	 0.41977E-12	 0.35138E-10	 0.27602E-18	 0.45239E-27	 0.26743E-36	 0.64255E-46	 0.53344E-56	 0.27996E-12	 0.23115E-10	 0.18361E-18	 0.31375E-27	 0.20455E-36	 0.60554E-46	 0.82096E-56	 0.41329E-66	 0.10000E+01	 0.40584E-08	 0.64674E-09	 0.22422E-09	 0.10516E-09	 0.58069E-10	 0.35558E-10	 0.23394E-10	 0.58486E-10	 0.10000E+01	 0.29702E-09	 0.10000E+01 
0000749	 0.10000E+01	 0.45556E-10	 0.77141E-07	 0.11357E-10	 0.12092E-07	 0.14194E-14	 0.45062E-11	 0.41651E-08	 0.59718E-15	 0.11386E-22	 0.22422E-11	 0.19473E-08	 0.29913E-15	 0.79629E-23	 0.51799E-31	 0.12775E-11	 0.10734E-08	 0.17042E-15	 0.51857E-23	 0.50762E-31	 0.15258E-39	 0.79693E-12	 0.65659E-09	 0.10620E-15	 0.34655E-23	 0.40508E-31	 0.19226E-39	 0.31516E-48	 0.53062E-12	 0.43169E-09	 0.70632E-16	 0.24033E-23	 0.30983E-31	 0.18118E-39	 0.48503E-48	 0.48200E-57	 0.10000E+01	 0.77186E-07	 0.12104E-07	 0.41696E-08	 0.19495E-08	 0.10747E-08	 0.65739E-09	 0.43222E-09	 0.10805E-08	 0.10000E+01	 0.31811E-07	 0.10000E+01 
0000999	 0.10000E+01	 0.67708E-10	 0.49845E-06	 0.15994E-10	 0.76600E-07	 0.64347E-13	 0.62065E-11	 0.26180E-07	 0.27008E-13	 0.35431E-20	 0.30547E-11	 0.12194E-07	 0.13512E-13	 0.24772E-20	 0.10963E-27	 0.17298E-11	 0.67082E-08	 0.76929E-14	 0.16130E-20	 0.10743E-27	 0.21940E-35	 0.10751E-11	 0.40983E-08	 0.47919E-14	 0.10778E-20	 0.85724E-28	 0.27645E-35	 0.30779E-43	 0.71409E-12	 0.26922E-08	 0.31862E-14	 0.74741E-21	 0.65565E-28	 0.26051E-35	 0.47367E-43	 0.31962E-51	 0.10000E+01	 0.49852E-06	 0.76616E-07	 0.26187E-07	 0.12198E-07	 0.67100E-08	 0.40993E-08	 0.26930E-08	 0.67324E-08	 0.10000E+01	 0.18970E-06	 0.10000E+01 
0001249	 0.10000E+01	 0.79391E-10	 0.16123E-05	 0.17307E-10	 0.24077E-06	 0.75657E-12	 0.64974E-11	 0.81375E-07	 0.31634E-12	 0.14720E-18	 0.31459E-11	 0.37699E-07	 0.15797E-12	 0.10287E-18	 0.15851E-25	 0.17652E-11	 0.20677E-07	 0.89844E-13	 0.66970E-19	 0.15531E-25	 0.11021E-32	 0.10909E-11	 0.12609E-07	 0.55927E-13	 0.44743E-19	 0.12392E-25	 0.13885E-32	 0.53705E-40	 0.72188E-12	 0.82735E-08	 0.37171E-13	 0.31025E-19	 0.94778E-26	 0.13084E-32	 0.82647E-40	 0.19367E-47	 0.10000E+01	 0.16124E-05	 0.24079E-06	 0.81382E-07	 0.37703E-07	 0.20679E-07	 0.12610E-07	 0.82743E-08	 0.20686E-07	 0.10000E+01	 0.52763E-06	 0.10000E+01 
0001499	 0.10000E+01	 0.84585E-10	 0.29818E-05	 0.16052E-10	 0.42888E-06	 0.30041E-11	 0.57018E-11	 0.14282E-06	 0.12500E-11	 0.12111E-17	 0.26859E-11	 0.65696E-07	 0.62268E-12	 0.84602E-18	 0.26485E-24	 0.14839E-11	 0.35890E-07	 0.35365E-12	 0.55061E-18	 0.25948E-24	 0.37294E-31	 0.90840E-12	 0.21833E-07	 0.21996E-12	 0.36781E-18	 0.20703E-24	 0.46985E-31	 0.36821E-38	 0.59737E-12	 0.14303E-07	 0.14611E-12	 0.25502E-18	 0.15833E-24	 0.44273E-31	 0.56661E-38	 0.26894E-45	 0.10000E+01	 0.29819E-05	 0.42890E-06	 0.14283E-06	 0.65699E-07	 0.35892E-07	 0.21835E-07	 0.14304E-07	 0.35760E-07	 0.10000E+01	 0.80746E-06	 0.10000E+01 
0001749	 0.10000E+01	 0.10031E-09	 0.33026E-05	 0.16150E-10	 0.46996E-06	 0.38380E-11	 0.53375E-11	 0.15583E-06	 0.15948E-11	 0.17675E-17	 0.24237E-11	 0.71527E-07	 0.79394E-12	 0.12346E-17	 0.43910E-24	 0.13113E-11	 0.39029E-07	 0.45075E-12	 0.80345E-18	 0.43018E-24	 0.70184E-31	 0.79233E-12	 0.23726E-07	 0.28029E-12	 0.53669E-18	 0.34323E-24	 0.88419E-31	 0.78667E-38	 0.51659E-12	 0.15536E-07	 0.18616E-12	 0.37209E-18	 0.26249E-24	 0.83315E-31	 0.12106E-37	 0.65228E-45	 0.10000E+01	 0.33027E-05	 0.46998E-06	 0.15583E-06	 0.71530E-07	 0.39031E-07	 0.23727E-07	 0.15537E-07	 0.38842E-07	 0.10000E+01	 0.84604E-06	 0.10000E+01 
0001999	 0.99999E+00	 0.12047E-09	 0.37157E-05	 0.16579E-10	 0.65058E-06	 0.13173E-11	 0.50622E-11	 0.23072E-06	 0.59616E-12	 0.15223E-18	 0.22028E-11	 0.10915E-06	 0.30884E-12	 0.10865E-18	 0.12793E-25	 0.11624E-11	 0.60528E-07	 0.17918E-12	 0.71573E-19	 0.12585E-25	 0.78696E-33	 0.69137E-12	 0.37153E-07	 0.11288E-12	 0.48168E-19	 0.10067E-25	 0.99298E-33	 0.34567E-40	 0.44604E-12	 0.24480E-07	 0.75613E-13	 0.33559E-19	 0.77116E-26	 0.93662E-33	 0.53232E-40	 0.11323E-47	 0.99999E+00	 0.37158E-05	 0.65060E-06	 0.23073E-06	 0.10915E-06	 0.60529E-07	 0.37153E-07	 0.24480E-07	 0.61201E-07	 0.10000E+01	 0.17903E-05	 0.10000E+01 
0002249	 0.99998E+00	 0.14890E-09	 0.12845E-04	 0.27750E-10	 0.23833E-05	 0.21987E-10	 0.99187E-11	 0.85466E-06	 0.10765E-10	 0.86004E-17	 0.47071E-11	 0.40587E-06	 0.57572E-11	 0.67595E-17	 0.11195E-23	 0.26150E-11	 0.22547E-06	 0.33947E-11	 0.46824E-17	 0.12001E-23	 0.61091E-31	 0.16069E-11	 0.13853E-06	 0.21589E-11	 0.32461E-17	 0.10102E-23	 0.82603E-31	 0.16281E-38	 0.10596E-11	 0.91330E-07	 0.14547E-11	 0.23049E-17	 0.79969E-24	 0.81460E-31	 0.26519E-38	 0.23658E-46	 0.99998E+00	 0.12845E-04	 0.23834E-05	 0.85468E-06	 0.40589E-06	 0.22548E-06	 0.13853E-06	 0.91332E-07	 0.22833E-06	 0.99999E+00	 0.65138E-05	 0.10000E+01 
