tStep	n= 1 l= 0   	n= 2 l= 0   	n= 2 l= 1   	n= 3 l= 0   	n= 3 l= 1   	n= 3 l= 2   	n= 4 l= 0   	n= 4 l= 1   	n= 4 l= 2   	n= 4 l= 3   	n= 5 l= 0   	n= 5 l= 1   	n= 5 l= 2   	n= 5 l= 3   	n= 5 l= 4   	n= 6 l= 0   	n= 6 l= 1   	n= 6 l= 2   	n= 6 l= 3   	n= 6 l= 4   	n= 6 l= 5   	n= 7 l= 0   	n= 7 l= 1   	n= 7 l= 2   	n= 7 l= 3   	n= 7 l= 4   	n= 7 l= 5   	n= 7 l= 6   	n= 8 l= 0   	n= 8 l= 1   	n= 8 l= 2   	n= 8 l= 3   	n= 8 l= 4   	n= 8 l= 5   	n= 8 l= 6   	n= 8 l= 7   	n= 1        	n= 2        	n= 3        	n= 4        	n= 5        	n= 6        	n= 7        	n= 8        	n+          	oInt        	bInt        	tInt 
00000	 0.10000E+01	 0.88976E-19	 0.00000E+00	 0.26363E-19	 0.00000E+00	 0.00000E+00	 0.11122E-19	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.56945E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.32954E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.20753E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.13903E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.10000E+01	 0.88976E-19	 0.26363E-19	 0.11122E-19	 0.56945E-20	 0.32954E-20	 0.20753E-20	 0.13903E-20	 0.34756E-20	 0.10000E+01	-0.16873E-08	 0.10000E+01 
00249	 0.10000E+01	 0.59369E-11	 0.86550E-08	 0.15733E-11	 0.13832E-08	 0.16470E-16	 0.63956E-12	 0.48004E-09	 0.69439E-17	 0.14003E-25	 0.32198E-12	 0.22524E-09	 0.34818E-17	 0.97963E-26	 0.67981E-35	 0.18464E-12	 0.12441E-09	 0.19847E-17	 0.63809E-26	 0.66627E-35	 0.21398E-44	 0.11564E-12	 0.76193E-10	 0.12372E-17	 0.42646E-26	 0.53172E-35	 0.26963E-44	 0.47259E-54	 0.77200E-13	 0.50134E-10	 0.82307E-18	 0.29578E-26	 0.40671E-35	 0.25410E-44	 0.72732E-54	 0.77324E-64	 0.10000E+01	 0.86609E-08	 0.13848E-08	 0.48068E-09	 0.22556E-09	 0.12459E-09	 0.76309E-10	 0.50211E-10	 0.12553E-09	 0.10000E+01	 0.26688E-08	 0.10000E+01 
00499	 0.10000E+01	 0.21897E-10	 0.36808E-06	 0.56829E-11	 0.58191E-07	 0.31186E-13	 0.22913E-11	 0.20109E-07	 0.13134E-13	 0.11636E-20	 0.11489E-11	 0.94163E-08	 0.65822E-14	 0.81386E-21	 0.24706E-28	 0.65743E-12	 0.51952E-08	 0.37510E-14	 0.53005E-21	 0.24213E-28	 0.33984E-36	 0.41120E-12	 0.31795E-08	 0.23378E-14	 0.35423E-21	 0.19323E-28	 0.42822E-36	 0.32785E-44	 0.27426E-12	 0.20911E-08	 0.15551E-14	 0.24567E-21	 0.14779E-28	 0.40355E-36	 0.50455E-44	 0.23421E-52	 0.10000E+01	 0.36810E-06	 0.58196E-07	 0.20111E-07	 0.94174E-08	 0.51958E-08	 0.31799E-08	 0.20914E-08	 0.52286E-08	 0.10000E+01	 0.16695E-06	 0.10000E+01 
00749	 0.10000E+01	 0.43690E-10	 0.18599E-05	 0.10705E-10	 0.28827E-06	 0.86490E-12	 0.42380E-11	 0.98848E-07	 0.36351E-12	 0.17274E-18	 0.21073E-11	 0.46114E-07	 0.18199E-12	 0.12078E-18	 0.19499E-25	 0.12003E-11	 0.25390E-07	 0.10365E-12	 0.78650E-19	 0.19107E-25	 0.14242E-32	 0.74869E-12	 0.15519E-07	 0.64579E-13	 0.52556E-19	 0.15247E-25	 0.17945E-32	 0.72919E-40	 0.49846E-12	 0.10199E-07	 0.42947E-13	 0.36447E-19	 0.11662E-25	 0.16911E-32	 0.11222E-39	 0.27639E-47	 0.10000E+01	 0.18599E-05	 0.28828E-06	 0.98853E-07	 0.46117E-07	 0.25391E-07	 0.15520E-07	 0.10199E-07	 0.25498E-07	 0.10000E+01	 0.74290E-06	 0.10000E+01 
00999	 0.10000E+01	 0.75687E-10	 0.21131E-05	 0.17413E-10	 0.33155E-06	 0.10541E-11	 0.67197E-11	 0.11421E-06	 0.44361E-12	 0.22997E-18	 0.33002E-11	 0.53397E-07	 0.22223E-12	 0.16084E-18	 0.28463E-25	 0.18669E-11	 0.29434E-07	 0.12662E-12	 0.10475E-18	 0.27893E-25	 0.22817E-32	 0.11596E-11	 0.18004E-07	 0.78905E-13	 0.70003E-19	 0.22259E-25	 0.28751E-32	 0.12827E-39	 0.76989E-12	 0.11837E-07	 0.52481E-13	 0.48549E-19	 0.17026E-25	 0.27094E-32	 0.19741E-39	 0.53394E-47	 0.10000E+01	 0.21132E-05	 0.33157E-06	 0.11422E-06	 0.53400E-07	 0.29436E-07	 0.18006E-07	 0.11838E-07	 0.29595E-07	 0.10000E+01	 0.89238E-06	 0.10000E+01 
01249	 0.99999E+00	 0.59733E-10	 0.51866E-05	 0.14211E-10	 0.10530E-05	 0.25396E-11	 0.54794E-11	 0.39278E-06	 0.12731E-11	 0.24649E-18	 0.26853E-11	 0.19020E-06	 0.68941E-12	 0.19650E-18	 0.59945E-26	 0.15166E-11	 0.10682E-06	 0.40943E-12	 0.13723E-18	 0.65643E-26	 0.26877E-34	 0.94100E-12	 0.66069E-07	 0.26154E-12	 0.95606E-19	 0.55964E-26	 0.38646E-34	 0.73905E-43	 0.62430E-12	 0.43749E-07	 0.17675E-12	 0.68110E-19	 0.44667E-26	 0.39604E-34	 0.11324E-42	 0.58675E-50	 0.99999E+00	 0.51867E-05	 0.10531E-05	 0.39279E-06	 0.19020E-06	 0.10682E-06	 0.66070E-07	 0.43750E-07	 0.10937E-06	 0.99999E+00	 0.49023E-05	 0.10000E+01 
01499	 0.99986E+00	 0.28366E-08	 0.75618E-04	 0.49091E-09	 0.12953E-04	 0.92782E-09	 0.17898E-09	 0.45887E-05	 0.41242E-09	 0.37724E-14	 0.86142E-10	 0.21722E-05	 0.21207E-09	 0.26776E-14	 0.99521E-20	 0.48269E-10	 0.12053E-05	 0.12257E-09	 0.17589E-14	 0.97315E-20	 0.20250E-25	 0.29825E-10	 0.74017E-06	 0.77050E-10	 0.11819E-14	 0.77555E-20	 0.25496E-25	 0.28458E-31	 0.19739E-10	 0.48786E-06	 0.51538E-10	 0.82260E-15	 0.59267E-20	 0.24014E-25	 0.43810E-31	 0.28839E-37	 0.99986E+00	 0.75621E-04	 0.12954E-04	 0.45893E-05	 0.21725E-05	 0.12055E-05	 0.74028E-06	 0.48794E-06	 0.12198E-05	 0.99996E+00	 0.40487E-04	 0.10000E+01 
01749	 0.99935E+00	 0.13127E-06	 0.38604E-03	 0.20592E-07	 0.61785E-04	 0.32498E-07	 0.71705E-08	 0.21365E-04	 0.14075E-07	 0.98463E-12	 0.33738E-08	 0.10000E-04	 0.71483E-08	 0.69414E-12	 0.18043E-16	 0.18668E-08	 0.55150E-05	 0.41035E-08	 0.45418E-12	 0.17656E-16	 0.23673E-21	 0.11446E-08	 0.33742E-05	 0.25689E-08	 0.30441E-12	 0.14078E-16	 0.29812E-21	 0.21595E-26	 0.75373E-09	 0.22187E-05	 0.17137E-08	 0.21153E-12	 0.10761E-16	 0.28084E-21	 0.33243E-26	 0.14317E-31	 0.99935E+00	 0.38617E-03	 0.61838E-04	 0.21386E-04	 0.10011E-04	 0.55210E-05	 0.33779E-05	 0.22211E-05	 0.55528E-05	 0.99984E+00	 0.15490E-03	 0.10000E+01 
01999	 0.99825E+00	 0.14112E-05	 0.11038E-02	 0.21185E-06	 0.16799E-03	 0.33113E-06	 0.72334E-07	 0.56973E-04	 0.14183E-06	 0.35425E-10	 0.33704E-07	 0.26421E-04	 0.71633E-07	 0.24966E-10	 0.21624E-14	 0.18547E-07	 0.14497E-04	 0.40993E-07	 0.16332E-10	 0.21171E-14	 0.93731E-19	 0.11334E-07	 0.88419E-05	 0.25613E-07	 0.10945E-10	 0.16885E-14	 0.11804E-18	 0.28500E-23	 0.74470E-08	 0.58021E-05	 0.17065E-07	 0.76043E-11	 0.12910E-14	 0.11119E-18	 0.43876E-23	 0.62757E-28	 0.99825E+00	 0.11052E-02	 0.16853E-03	 0.57187E-04	 0.26527E-04	 0.14556E-04	 0.88789E-05	 0.58266E-05	 0.14567E-04	 0.99963E+00	 0.35358E-03	 0.10000E+01 
02249	 0.99682E+00	 0.65512E-05	 0.20980E-02	 0.95325E-06	 0.30374E-03	 0.14907E-05	 0.32085E-06	 0.10096E-03	 0.63336E-06	 0.36693E-09	 0.14843E-06	 0.46367E-04	 0.31854E-06	 0.25890E-09	 0.48621E-13	 0.81352E-07	 0.25303E-04	 0.18185E-06	 0.16946E-09	 0.47643E-13	 0.45759E-17	 0.49590E-07	 0.15382E-04	 0.11345E-06	 0.11360E-09	 0.38018E-13	 0.57626E-17	 0.30621E-21	 0.32530E-07	 0.10072E-04	 0.75514E-07	 0.78946E-10	 0.29078E-13	 0.54284E-17	 0.47153E-21	 0.14755E-25	 0.99682E+00	 0.21046E-02	 0.30618E-03	 0.10192E-03	 0.46834E-04	 0.25566E-04	 0.15545E-04	 0.10180E-04	 0.25450E-04	 0.99943E+00	 0.54017E-03	 0.10000E+01 
