tStep	n= 1 l= 0   	n= 2 l= 0   	n= 2 l= 1   	n= 3 l= 0   	n= 3 l= 1   	n= 3 l= 2   	n= 4 l= 0   	n= 4 l= 1   	n= 4 l= 2   	n= 4 l= 3   	n= 5 l= 0   	n= 5 l= 1   	n= 5 l= 2   	n= 5 l= 3   	n= 5 l= 4   	n= 6 l= 0   	n= 6 l= 1   	n= 6 l= 2   	n= 6 l= 3   	n= 6 l= 4   	n= 6 l= 5   	n= 7 l= 0   	n= 7 l= 1   	n= 7 l= 2   	n= 7 l= 3   	n= 7 l= 4   	n= 7 l= 5   	n= 7 l= 6   	n= 8 l= 0   	n= 8 l= 1   	n= 8 l= 2   	n= 8 l= 3   	n= 8 l= 4   	n= 8 l= 5   	n= 8 l= 6   	n= 8 l= 7   	n= 1        	n= 2        	n= 3        	n= 4        	n= 5        	n= 6        	n= 7        	n= 8        	n+          	oInt        	bInt        	tInt 
00000	 0.10000E+01	 0.88976E-19	 0.00000E+00	 0.26363E-19	 0.00000E+00	 0.00000E+00	 0.11122E-19	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.56945E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.32954E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.20753E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.13903E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.10000E+01	 0.88976E-19	 0.26363E-19	 0.11122E-19	 0.56945E-20	 0.32954E-20	 0.20753E-20	 0.13903E-20	 0.34756E-20	 0.10000E+01	-0.16873E-08	 0.10000E+01 
00249	 0.10000E+01	 0.59412E-11	 0.37854E-13	 0.15743E-11	 0.60559E-14	 0.31373E-27	 0.63993E-12	 0.21025E-14	 0.13228E-27	 0.11633E-41	 0.32216E-12	 0.98670E-15	 0.66331E-28	 0.81386E-42	 0.24640E-56	 0.18475E-12	 0.54505E-15	 0.37812E-28	 0.53012E-42	 0.24149E-56	 0.33844E-71	 0.11571E-12	 0.33383E-15	 0.23571E-28	 0.35430E-42	 0.19273E-56	 0.42646E-71	 0.32624E-86	 0.77242E-13	 0.21967E-15	 0.15681E-28	 0.24573E-42	 0.14741E-56	 0.40190E-71	 0.50209E-86	 0.23303-101	 0.10000E+01	 0.59790E-11	 0.15803E-11	 0.64203E-12	 0.32315E-12	 0.18529E-12	 0.11604E-12	 0.77462E-13	 0.19365E-12	 0.10000E+01	-0.16541E-08	 0.10000E+01 
00499	 0.10000E+01	 0.22436E-10	 0.81942E-11	 0.58113E-11	 0.13013E-11	 0.15166E-22	 0.23413E-11	 0.45049E-12	 0.63898E-23	 0.12435E-34	 0.11736E-11	 0.21112E-12	 0.32029E-23	 0.86981E-35	 0.58101E-47	 0.67142E-12	 0.11654E-12	 0.18255E-23	 0.56652E-35	 0.56941E-47	 0.17592E-59	 0.41990E-12	 0.71343E-13	 0.11378E-23	 0.37861E-35	 0.45442E-47	 0.22167E-59	 0.37364E-72	 0.28005E-12	 0.46930E-13	 0.75689E-24	 0.26259E-35	 0.34757E-47	 0.20891E-59	 0.57503E-72	 0.58774E-85	 0.10000E+01	 0.30631E-10	 0.71126E-11	 0.27918E-11	 0.13847E-11	 0.78795E-12	 0.49125E-12	 0.32698E-12	 0.81744E-12	 0.10000E+01	-0.16136E-08	 0.10000E+01 
00749	 0.10000E+01	 0.45926E-10	 0.15712E-09	 0.11437E-10	 0.24631E-10	 0.58881E-20	 0.45364E-11	 0.84839E-11	 0.24773E-20	 0.96202E-31	 0.22569E-11	 0.39664E-11	 0.12409E-20	 0.67280E-31	 0.89140E-42	 0.12858E-11	 0.21864E-11	 0.70697E-21	 0.43815E-31	 0.87355E-42	 0.53480E-53	 0.80207E-12	 0.13374E-11	 0.44055E-21	 0.29280E-31	 0.69710E-42	 0.67387E-53	 0.22499E-64	 0.53403E-12	 0.87931E-12	 0.29301E-21	 0.20306E-31	 0.53318E-42	 0.63505E-53	 0.34625E-64	 0.70083E-76	 0.10000E+01	 0.20305E-09	 0.36067E-10	 0.13020E-10	 0.62233E-11	 0.34722E-11	 0.21395E-11	 0.14133E-11	 0.35334E-11	 0.10000E+01	-0.15321E-08	 0.10000E+01 
00999	 0.10000E+01	 0.71338E-10	 0.10196E-08	 0.16757E-10	 0.15670E-09	 0.26919E-18	 0.64926E-11	 0.53559E-10	 0.11299E-18	 0.30315E-28	 0.31934E-11	 0.24947E-10	 0.56528E-19	 0.21195E-28	 0.19186E-38	 0.18078E-11	 0.13724E-10	 0.32183E-19	 0.13801E-28	 0.18800E-38	 0.78530E-49	 0.11233E-11	 0.83843E-11	 0.20047E-19	 0.92218E-29	 0.15002E-38	 0.98947E-49	 0.22532E-59	 0.74601E-12	 0.55079E-11	 0.13329E-19	 0.63950E-29	 0.11474E-38	 0.93243E-49	 0.34676E-59	 0.47857E-70	 0.10000E+01	 0.10910E-08	 0.17346E-09	 0.60052E-10	 0.28141E-10	 0.15532E-10	 0.95076E-11	 0.62539E-11	 0.15635E-10	 0.10000E+01	-0.12103E-08	 0.10000E+01 
01249	 0.10000E+01	 0.93175E-10	 0.33147E-08	 0.20169E-10	 0.49505E-09	 0.31958E-17	 0.75562E-11	 0.16732E-09	 0.13363E-17	 0.12778E-26	 0.36554E-11	 0.77520E-10	 0.66730E-18	 0.89304E-27	 0.28280E-36	 0.20502E-11	 0.42518E-10	 0.37952E-18	 0.58136E-27	 0.27709E-36	 0.40408E-46	 0.12668E-11	 0.25929E-10	 0.23625E-18	 0.38842E-27	 0.22109E-36	 0.50910E-46	 0.40470E-56	 0.83814E-12	 0.17013E-10	 0.15702E-18	 0.26933E-27	 0.16909E-36	 0.47974E-46	 0.62279E-56	 0.29994E-66	 0.10000E+01	 0.34079E-08	 0.51522E-09	 0.17488E-09	 0.81176E-10	 0.44568E-10	 0.27195E-10	 0.17851E-10	 0.44628E-10	 0.10000E+01	-0.52596E-09	 0.10000E+01 
01499	 0.10000E+01	 0.10673E-09	 0.61585E-08	 0.20648E-10	 0.88596E-09	 0.12804E-16	 0.73728E-11	 0.29506E-09	 0.53278E-17	 0.10656E-25	 0.34819E-11	 0.13573E-09	 0.26541E-17	 0.74440E-26	 0.48109E-35	 0.19265E-11	 0.74150E-10	 0.15074E-17	 0.48447E-26	 0.47133E-35	 0.13985E-44	 0.11804E-11	 0.45110E-10	 0.93754E-18	 0.32363E-26	 0.37606E-35	 0.17619E-44	 0.28504E-54	 0.77669E-12	 0.29552E-10	 0.62278E-18	 0.22438E-26	 0.28760E-35	 0.16602E-44	 0.43864E-54	 0.42980E-64	 0.10000E+01	 0.62652E-08	 0.90661E-09	 0.30243E-09	 0.13921E-09	 0.76077E-10	 0.46290E-10	 0.30329E-10	 0.75822E-10	 0.10000E+01	 0.42156E-10	 0.10000E+01 
01749	 0.10000E+01	 0.10914E-09	 0.68289E-08	 0.18060E-10	 0.97196E-09	 0.16394E-16	 0.60071E-11	 0.32231E-09	 0.68120E-17	 0.15602E-25	 0.27350E-11	 0.14795E-09	 0.33912E-17	 0.10898E-25	 0.80100E-35	 0.14818E-11	 0.80734E-10	 0.19253E-17	 0.70920E-26	 0.78473E-35	 0.26458E-44	 0.89608E-12	 0.49080E-10	 0.11972E-17	 0.47373E-26	 0.62610E-35	 0.33332E-44	 0.61287E-54	 0.58453E-12	 0.32138E-10	 0.79516E-18	 0.32844E-26	 0.47883E-35	 0.31408E-44	 0.94311E-54	 0.10502E-63	 0.10000E+01	 0.69381E-08	 0.99002E-09	 0.32832E-09	 0.15069E-09	 0.82215E-10	 0.49976E-10	 0.32722E-10	 0.81806E-10	 0.10000E+01	 0.11227E-09	 0.10000E+01 
01999	 0.10000E+01	 0.99897E-10	 0.77083E-08	 0.13184E-10	 0.13537E-08	 0.55710E-17	 0.39147E-11	 0.48051E-09	 0.25283E-17	 0.12789E-26	 0.16755E-11	 0.22741E-09	 0.13114E-17	 0.91410E-27	 0.21450E-36	 0.87517E-12	 0.12614E-09	 0.76131E-18	 0.60264E-27	 0.21105E-36	 0.26631E-46	 0.51711E-12	 0.77433E-10	 0.47982E-18	 0.40576E-27	 0.16883E-36	 0.33604E-46	 0.23630E-56	 0.33211E-12	 0.51024E-10	 0.32148E-18	 0.28279E-27	 0.12935E-36	 0.31698E-46	 0.36392E-56	 0.15638E-66	 0.10000E+01	 0.78082E-08	 0.13669E-08	 0.48443E-09	 0.22909E-09	 0.12701E-09	 0.77950E-10	 0.51356E-10	 0.12839E-09	 0.10000E+01	 0.21059E-08	 0.10000E+01 
02249	 0.10000E+01	 0.80741E-10	 0.27375E-07	 0.74538E-11	 0.50776E-08	 0.10049E-15	 0.17837E-11	 0.18209E-08	 0.49192E-16	 0.84471E-25	 0.66930E-12	 0.86477E-09	 0.26306E-16	 0.66404E-25	 0.23593E-34	 0.32157E-12	 0.48041E-09	 0.15511E-16	 0.46004E-25	 0.25304E-34	 0.27541E-44	 0.17976E-12	 0.29517E-09	 0.98639E-17	 0.31894E-25	 0.21306E-34	 0.37262E-44	 0.15654E-54	 0.11111E-12	 0.19460E-09	 0.66465E-17	 0.22647E-25	 0.16869E-34	 0.36761E-44	 0.25514E-54	 0.48482E-65	 0.10000E+01	 0.27456E-07	 0.50851E-08	 0.18227E-08	 0.86544E-09	 0.48073E-09	 0.29535E-09	 0.19471E-09	 0.48678E-09	 0.10000E+01	 0.12280E-07	 0.10000E+01 
