tStep  	n= 1 l= 0   	n= 2 l= 0   	n= 2 l= 1   	n= 3 l= 0   	n= 3 l= 1   	n= 3 l= 2   	n= 4 l= 0   	n= 4 l= 1   	n= 4 l= 2   	n= 4 l= 3   	n= 5 l= 0   	n= 5 l= 1   	n= 5 l= 2   	n= 5 l= 3   	n= 5 l= 4   	n= 6 l= 0   	n= 6 l= 1   	n= 6 l= 2   	n= 6 l= 3   	n= 6 l= 4   	n= 6 l= 5   	n= 7 l= 0   	n= 7 l= 1   	n= 7 l= 2   	n= 7 l= 3   	n= 7 l= 4   	n= 7 l= 5   	n= 7 l= 6   	n= 8 l= 0   	n= 8 l= 1   	n= 8 l= 2   	n= 8 l= 3   	n= 8 l= 4   	n= 8 l= 5   	n= 8 l= 6   	n= 8 l= 7   	n= 1        	n= 2        	n= 3        	n= 4        	n= 5        	n= 6        	n= 7        	n= 8        	n+          	oInt        	bInt        	tInt 
0000000	 0.10000E+01	 0.88976E-19	 0.00000E+00	 0.26363E-19	 0.00000E+00	 0.00000E+00	 0.11122E-19	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.56945E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.32954E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.20753E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.13903E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.10000E+01	 0.88976E-19	 0.26363E-19	 0.11122E-19	 0.56945E-20	 0.32954E-20	 0.20753E-20	 0.13903E-20	 0.34756E-20	 0.10000E+01	-0.16873E-08	 0.10000E+01 
0000249	 0.10000E+01	 0.59411E-11	 0.94601E-10	 0.15742E-11	 0.15134E-10	 0.19594E-20	 0.63993E-12	 0.52543E-11	 0.82616E-21	 0.18157E-31	 0.32216E-12	 0.24658E-11	 0.41427E-21	 0.12703E-31	 0.96109E-43	 0.18475E-12	 0.13621E-11	 0.23615E-21	 0.82740E-32	 0.94195E-43	 0.32990E-54	 0.11571E-12	 0.83428E-12	 0.14721E-21	 0.55299E-32	 0.75173E-43	 0.41571E-54	 0.79475E-66	 0.77242E-13	 0.54896E-12	 0.97935E-22	 0.38353E-32	 0.57500E-43	 0.39177E-54	 0.12231E-65	 0.14187E-77	 0.10000E+01	 0.10054E-09	 0.16709E-10	 0.58942E-11	 0.27880E-11	 0.15469E-11	 0.94998E-12	 0.62621E-12	 0.15655E-11	 0.10000E+01	-0.16064E-08	 0.10000E+01 
0000499	 0.10000E+01	 0.22389E-10	 0.20456E-07	 0.58009E-11	 0.32485E-08	 0.94511E-16	 0.23373E-11	 0.11246E-08	 0.39821E-16	 0.19345E-24	 0.11716E-11	 0.52704E-09	 0.19961E-16	 0.13532E-24	 0.22565E-33	 0.67031E-12	 0.29092E-09	 0.11376E-16	 0.88135E-25	 0.22114E-33	 0.17056E-42	 0.41922E-12	 0.17810E-09	 0.70908E-17	 0.58902E-25	 0.17648E-33	 0.21492E-42	 0.90433E-52	 0.27959E-12	 0.11716E-09	 0.47169E-17	 0.40851E-25	 0.13499E-33	 0.20254E-42	 0.13918E-51	 0.35512E-61	 0.10000E+01	 0.20478E-07	 0.32543E-08	 0.11269E-08	 0.52822E-09	 0.29159E-09	 0.17852E-09	 0.11743E-09	 0.29359E-09	 0.10000E+01	 0.80862E-08	 0.10000E+01 
0000749	 0.10000E+01	 0.44159E-10	 0.39155E-06	 0.11047E-10	 0.61379E-07	 0.36566E-13	 0.43880E-11	 0.21141E-07	 0.15384E-13	 0.14888E-20	 0.21843E-11	 0.98839E-08	 0.77063E-14	 0.10412E-20	 0.34378E-28	 0.12448E-11	 0.54484E-08	 0.43904E-14	 0.67808E-21	 0.33690E-28	 0.51399E-36	 0.77667E-12	 0.33327E-08	 0.27359E-14	 0.45314E-21	 0.26885E-28	 0.64764E-36	 0.53885E-44	 0.51718E-12	 0.21912E-08	 0.18196E-14	 0.31426E-21	 0.20563E-28	 0.61033E-36	 0.82927E-44	 0.41829E-52	 0.10000E+01	 0.39159E-06	 0.61390E-07	 0.21146E-07	 0.98861E-08	 0.54496E-08	 0.33335E-08	 0.21917E-08	 0.54792E-08	 0.10000E+01	 0.16800E-06	 0.10000E+01 
0000999	 0.10000E+01	 0.58144E-10	 0.25348E-05	 0.13590E-10	 0.38955E-06	 0.16639E-11	 0.52734E-11	 0.13314E-06	 0.69839E-12	 0.46589E-18	 0.25961E-11	 0.62017E-07	 0.34941E-12	 0.32573E-18	 0.73307E-25	 0.14704E-11	 0.34116E-07	 0.19893E-12	 0.21210E-18	 0.71833E-25	 0.74602E-32	 0.91400E-12	 0.20843E-07	 0.12391E-12	 0.14172E-18	 0.57320E-25	 0.93997E-32	 0.53218E-39	 0.60714E-12	 0.13692E-07	 0.82392E-13	 0.98280E-19	 0.43840E-25	 0.88579E-32	 0.81899E-39	 0.28102E-46	 0.10000E+01	 0.25349E-05	 0.38957E-06	 0.13315E-06	 0.62020E-07	 0.34118E-07	 0.20844E-07	 0.13693E-07	 0.34232E-07	 0.10000E+01	 0.97143E-06	 0.10000E+01 
0001249	 0.99999E+00	 0.87207E-10	 0.82175E-05	 0.14279E-10	 0.12272E-05	 0.19648E-10	 0.50217E-11	 0.41479E-06	 0.82155E-11	 0.19480E-16	 0.23692E-11	 0.19217E-06	 0.41026E-11	 0.13614E-16	 0.10690E-22	 0.13120E-11	 0.10540E-06	 0.23333E-11	 0.88628E-17	 0.10474E-22	 0.37874E-29	 0.80471E-12	 0.64274E-07	 0.14524E-11	 0.59214E-17	 0.83574E-23	 0.47718E-29	 0.94055E-36	 0.52996E-12	 0.42173E-07	 0.96535E-12	 0.41059E-17	 0.63918E-23	 0.44966E-29	 0.14474E-35	 0.17285E-42	 0.99999E+00	 0.82176E-05	 0.12273E-05	 0.41480E-06	 0.19217E-06	 0.10540E-06	 0.64276E-07	 0.42175E-07	 0.10544E-06	 0.10000E+01	 0.26970E-05	 0.10000E+01 
0001499	 0.99998E+00	 0.25798E-09	 0.15228E-04	 0.32664E-10	 0.21906E-05	 0.78326E-10	 0.10470E-10	 0.72953E-06	 0.32591E-10	 0.16123E-15	 0.47342E-11	 0.33558E-06	 0.16235E-10	 0.11263E-15	 0.18003E-21	 0.25625E-11	 0.18333E-06	 0.92210E-11	 0.73302E-16	 0.17638E-21	 0.12944E-27	 0.15503E-11	 0.11153E-06	 0.57351E-11	 0.48966E-16	 0.14073E-21	 0.16308E-27	 0.65255E-34	 0.10119E-11	 0.73065E-07	 0.38097E-11	 0.33950E-16	 0.10763E-21	 0.15366E-27	 0.10042E-33	 0.24336E-40	 0.99998E+00	 0.15228E-04	 0.21907E-05	 0.72957E-06	 0.33560E-06	 0.18334E-06	 0.11154E-06	 0.73069E-07	 0.18267E-06	 0.10000E+01	 0.41335E-05	 0.10000E+01 
0001749	 0.99997E+00	 0.40446E-09	 0.16875E-04	 0.53891E-10	 0.24017E-05	 0.10016E-09	 0.17513E-10	 0.79638E-06	 0.41621E-10	 0.23563E-15	 0.79648E-11	 0.36556E-06	 0.20720E-10	 0.16459E-15	 0.29904E-21	 0.43244E-11	 0.19947E-06	 0.11764E-10	 0.10711E-15	 0.29297E-21	 0.24416E-27	 0.26209E-11	 0.12126E-06	 0.73149E-11	 0.71549E-16	 0.23375E-21	 0.30760E-27	 0.13981E-33	 0.17128E-11	 0.79405E-07	 0.48584E-11	 0.49606E-16	 0.17876E-21	 0.28985E-27	 0.21514E-33	 0.59218E-40	 0.99997E+00	 0.16875E-04	 0.24018E-05	 0.79644E-06	 0.36559E-06	 0.19949E-06	 0.12127E-06	 0.79411E-07	 0.19853E-06	 0.10000E+01	 0.43333E-05	 0.10000E+01 
0001999	 0.99997E+00	 0.24037E-09	 0.19014E-04	 0.35767E-10	 0.33337E-05	 0.34226E-10	 0.11625E-10	 0.11828E-05	 0.15509E-10	 0.19853E-16	 0.52493E-11	 0.55964E-06	 0.80386E-11	 0.14179E-16	 0.83929E-23	 0.28331E-11	 0.31037E-06	 0.46651E-11	 0.93434E-17	 0.82572E-23	 0.26099E-29	 0.17097E-11	 0.19052E-06	 0.29396E-11	 0.62893E-17	 0.66052E-23	 0.32933E-29	 0.57976E-36	 0.11139E-11	 0.12554E-06	 0.19692E-11	 0.43825E-17	 0.50601E-23	 0.31064E-29	 0.89284E-36	 0.96048E-43	 0.99997E+00	 0.19014E-04	 0.33338E-05	 0.11828E-05	 0.55965E-06	 0.31038E-06	 0.19052E-06	 0.12554E-06	 0.31385E-06	 0.99999E+00	 0.92080E-05	 0.10000E+01 
0002249	 0.99988E+00	 0.26740E-08	 0.66521E-04	 0.60444E-09	 0.12341E-04	 0.59147E-09	 0.23025E-09	 0.44254E-05	 0.28957E-09	 0.12030E-14	 0.11230E-09	 0.21016E-05	 0.15486E-09	 0.94558E-15	 0.81370E-21	 0.63269E-10	 0.11675E-05	 0.91310E-10	 0.65505E-15	 0.87247E-21	 0.23044E-27	 0.39200E-10	 0.71732E-06	 0.58068E-10	 0.45412E-15	 0.73451E-21	 0.31167E-27	 0.31831E-34	 0.25984E-10	 0.47292E-06	 0.39128E-10	 0.32246E-15	 0.58149E-21	 0.30741E-27	 0.51861E-34	 0.23964E-41	 0.99988E+00	 0.66524E-04	 0.12342E-04	 0.44259E-05	 0.21019E-05	 0.11677E-05	 0.71741E-06	 0.47298E-06	 0.11825E-05	 0.99997E+00	 0.33789E-04	 0.10000E+01 
