tStep  	n= 1 l= 0   	n= 2 l= 0   	n= 2 l= 1   	n= 3 l= 0   	n= 3 l= 1   	n= 3 l= 2   	n= 4 l= 0   	n= 4 l= 1   	n= 4 l= 2   	n= 4 l= 3   	n= 5 l= 0   	n= 5 l= 1   	n= 5 l= 2   	n= 5 l= 3   	n= 5 l= 4   	n= 6 l= 0   	n= 6 l= 1   	n= 6 l= 2   	n= 6 l= 3   	n= 6 l= 4   	n= 6 l= 5   	n= 7 l= 0   	n= 7 l= 1   	n= 7 l= 2   	n= 7 l= 3   	n= 7 l= 4   	n= 7 l= 5   	n= 7 l= 6   	n= 8 l= 0   	n= 8 l= 1   	n= 8 l= 2   	n= 8 l= 3   	n= 8 l= 4   	n= 8 l= 5   	n= 8 l= 6   	n= 8 l= 7   	n= 1        	n= 2        	n= 3        	n= 4        	n= 5        	n= 6        	n= 7        	n= 8        	n+          	oInt        	bInt        	tInt 
0000000	 0.10000E+01	 0.88976E-19	 0.00000E+00	 0.26363E-19	 0.00000E+00	 0.00000E+00	 0.11122E-19	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.56945E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.32954E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.20753E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.13903E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.10000E+01	 0.88976E-19	 0.26363E-19	 0.11122E-19	 0.56945E-20	 0.32954E-20	 0.20753E-20	 0.13903E-20	 0.34756E-20	 0.10000E+01	-0.16873E-08	 0.10000E+01 
0000249	 0.10000E+01	 0.59286E-11	 0.26007E-07	 0.15714E-11	 0.41566E-08	 0.14869E-15	 0.63883E-12	 0.14425E-08	 0.62690E-16	 0.37984E-24	 0.32161E-12	 0.67686E-09	 0.31434E-16	 0.26573E-24	 0.55406E-33	 0.18444E-12	 0.37386E-09	 0.17918E-16	 0.17308E-24	 0.54302E-33	 0.52400E-42	 0.11552E-12	 0.22897E-09	 0.11170E-16	 0.11568E-24	 0.43336E-33	 0.66029E-42	 0.34773E-51	 0.77115E-13	 0.15066E-09	 0.74307E-17	 0.80231E-25	 0.33147E-33	 0.62226E-42	 0.53516E-51	 0.17095E-60	 0.10000E+01	 0.26013E-07	 0.41582E-08	 0.14432E-08	 0.67718E-09	 0.37404E-09	 0.22908E-09	 0.15073E-09	 0.37683E-09	 0.10000E+01	 0.11340E-07	 0.10000E+01 
0000499	 0.10000E+01	 0.21483E-10	 0.14191E-05	 0.54549E-11	 0.22449E-06	 0.46245E-12	 0.21922E-11	 0.77594E-07	 0.19477E-12	 0.66417E-19	 0.10981E-11	 0.36338E-07	 0.97614E-13	 0.46456E-19	 0.54292E-26	 0.62803E-12	 0.20050E-07	 0.55628E-13	 0.30256E-19	 0.53208E-26	 0.28752E-33	 0.39271E-12	 0.12271E-07	 0.34671E-13	 0.20220E-19	 0.42461E-26	 0.36229E-33	 0.10679E-40	 0.26189E-12	 0.80709E-08	 0.23062E-13	 0.14023E-19	 0.32478E-26	 0.34142E-33	 0.16435E-40	 0.29373E-48	 0.10000E+01	 0.14192E-05	 0.22449E-06	 0.77596E-07	 0.36339E-07	 0.20050E-07	 0.12272E-07	 0.80712E-08	 0.20178E-07	 0.10000E+01	 0.65141E-06	 0.10000E+01 
0000749	 0.99998E+00	 0.14424E-09	 0.12291E-04	 0.21163E-10	 0.19095E-05	 0.37408E-10	 0.72582E-11	 0.65538E-06	 0.15725E-10	 0.49085E-16	 0.33969E-11	 0.30588E-06	 0.78730E-11	 0.34324E-16	 0.36408E-22	 0.18750E-11	 0.16846E-06	 0.44842E-11	 0.22351E-16	 0.35678E-22	 0.17477E-28	 0.11481E-11	 0.10298E-06	 0.27939E-11	 0.14936E-16	 0.28471E-22	 0.22021E-28	 0.58813E-35	 0.75545E-12	 0.67683E-07	 0.18580E-11	 0.10358E-16	 0.21776E-22	 0.20752E-28	 0.90511E-35	 0.14653E-41	 0.99998E+00	 0.12291E-04	 0.19095E-05	 0.65540E-06	 0.30589E-06	 0.16846E-06	 0.10299E-06	 0.67685E-07	 0.16921E-06	 0.99999E+00	 0.50105E-05	 0.10000E+01 
0000999	 0.99993E+00	 0.21807E-08	 0.46190E-04	 0.28519E-09	 0.69839E-05	 0.59078E-09	 0.92681E-10	 0.23717E-05	 0.24753E-09	 0.31623E-14	 0.42213E-10	 0.11013E-05	 0.12373E-09	 0.22105E-14	 0.94480E-20	 0.22946E-10	 0.60479E-06	 0.70411E-10	 0.14392E-14	 0.92575E-20	 0.18242E-25	 0.13919E-10	 0.36910E-06	 0.43845E-10	 0.96161E-15	 0.73870E-20	 0.22984E-25	 0.24683E-31	 0.91017E-11	 0.24230E-06	 0.29148E-10	 0.66681E-15	 0.56497E-20	 0.21659E-25	 0.37985E-31	 0.24718E-37	 0.99993E+00	 0.46192E-04	 0.69848E-05	 0.23721E-05	 0.11015E-05	 0.60488E-06	 0.36915E-06	 0.24234E-06	 0.60585E-06	 0.99998E+00	 0.16092E-04	 0.10000E+01 
0001249	 0.99984E+00	 0.13196E-07	 0.10151E-03	 0.17483E-08	 0.14781E-04	 0.33212E-08	 0.57064E-09	 0.49454E-05	 0.13849E-08	 0.43807E-13	 0.26042E-09	 0.22799E-05	 0.69066E-09	 0.30610E-13	 0.31618E-18	 0.14171E-09	 0.12471E-05	 0.39250E-09	 0.19924E-13	 0.30978E-18	 0.14716E-23	 0.86016E-10	 0.75921E-06	 0.24421E-09	 0.13311E-13	 0.24718E-18	 0.18541E-23	 0.48000E-29	 0.56271E-10	 0.49761E-06	 0.16226E-09	 0.92293E-14	 0.18904E-18	 0.17471E-23	 0.73869E-29	 0.11583E-34	 0.99984E+00	 0.10152E-03	 0.14786E-04	 0.49473E-05	 0.22808E-05	 0.12476E-05	 0.75954E-06	 0.49783E-06	 0.12446E-05	 0.99997E+00	 0.29073E-04	 0.10000E+01 
0001499	 0.99978E+00	 0.34846E-07	 0.14688E-03	 0.46327E-08	 0.20445E-04	 0.83033E-08	 0.15133E-08	 0.67184E-05	 0.34435E-08	 0.18110E-12	 0.69082E-09	 0.30704E-05	 0.17126E-08	 0.12649E-12	 0.21113E-17	 0.37596E-09	 0.16713E-05	 0.97175E-09	 0.82313E-13	 0.20685E-17	 0.15826E-22	 0.22821E-09	 0.10145E-05	 0.60405E-09	 0.54982E-13	 0.16504E-17	 0.19938E-22	 0.83180E-28	 0.14930E-09	 0.66363E-06	 0.40110E-09	 0.38119E-13	 0.12622E-17	 0.18787E-22	 0.12800E-27	 0.32333E-33	 0.99978E+00	 0.14691E-03	 0.20458E-04	 0.67234E-05	 0.30728E-05	 0.16726E-05	 0.10153E-05	 0.66418E-06	 0.16604E-05	 0.99996E+00	 0.33832E-04	 0.10000E+01 
0001749	 0.99977E+00	 0.41929E-07	 0.15494E-03	 0.56147E-08	 0.21295E-04	 0.96973E-08	 0.18380E-08	 0.69616E-05	 0.40159E-08	 0.23127E-12	 0.83974E-09	 0.31734E-05	 0.19958E-08	 0.16151E-12	 0.29299E-17	 0.45720E-09	 0.17249E-05	 0.11320E-08	 0.10510E-12	 0.28704E-17	 0.23846E-22	 0.27760E-09	 0.10461E-05	 0.70349E-09	 0.70199E-13	 0.22902E-17	 0.30042E-22	 0.13611E-27	 0.18163E-09	 0.68396E-06	 0.46706E-09	 0.48668E-13	 0.17515E-17	 0.28308E-22	 0.20946E-27	 0.57455E-33	 0.99977E+00	 0.15498E-03	 0.21310E-04	 0.69674E-05	 0.31763E-05	 0.17265E-05	 0.10471E-05	 0.68461E-06	 0.17115E-05	 0.99996E+00	 0.33570E-04	 0.10000E+01 
0001999	 0.99972E+00	 0.16546E-07	 0.17265E-03	 0.21754E-08	 0.27142E-04	 0.52773E-08	 0.70716E-09	 0.92811E-05	 0.22602E-08	 0.69179E-13	 0.32202E-09	 0.43177E-05	 0.11416E-08	 0.48582E-13	 0.54622E-18	 0.17500E-09	 0.23727E-05	 0.65329E-09	 0.31711E-13	 0.53592E-18	 0.28412E-23	 0.10614E-09	 0.14484E-05	 0.40820E-09	 0.21221E-13	 0.42798E-18	 0.35817E-23	 0.10424E-28	 0.69397E-10	 0.95099E-06	 0.27197E-09	 0.14731E-13	 0.32750E-18	 0.33764E-23	 0.16045E-28	 0.28386E-34	 0.99972E+00	 0.17267E-03	 0.27150E-04	 0.92841E-05	 0.43192E-05	 0.23735E-05	 0.14490E-05	 0.95134E-06	 0.23783E-05	 0.99994E+00	 0.55583E-04	 0.10000E+01 
0002249	 0.99943E+00	 0.25262E-07	 0.34002E-03	 0.59807E-08	 0.59365E-04	 0.12237E-07	 0.23125E-08	 0.20793E-04	 0.59142E-08	 0.76330E-13	 0.11355E-08	 0.97625E-05	 0.31444E-08	 0.59782E-13	 0.12290E-18	 0.64212E-09	 0.53891E-05	 0.18482E-08	 0.41335E-13	 0.13206E-18	 0.58929E-25	 0.39872E-09	 0.32983E-05	 0.11731E-08	 0.28624E-13	 0.11132E-18	 0.80536E-25	 0.72330E-32	 0.26467E-09	 0.21690E-05	 0.78950E-09	 0.20310E-13	 0.88199E-19	 0.79957E-25	 0.12150E-31	 0.56639E-39	 0.99943E+00	 0.34005E-03	 0.59384E-04	 0.20801E-04	 0.97668E-05	 0.53916E-05	 0.32999E-05	 0.21701E-05	 0.54252E-05	 0.99987E+00	 0.12791E-03	 0.10000E+01 
