tStep	n= 1 l= 0   	n= 2 l= 0   	n= 2 l= 1   	n= 3 l= 0   	n= 3 l= 1   	n= 3 l= 2   	n= 4 l= 0   	n= 4 l= 1   	n= 4 l= 2   	n= 4 l= 3   	n= 5 l= 0   	n= 5 l= 1   	n= 5 l= 2   	n= 5 l= 3   	n= 5 l= 4   	n= 6 l= 0   	n= 6 l= 1   	n= 6 l= 2   	n= 6 l= 3   	n= 6 l= 4   	n= 6 l= 5   	n= 7 l= 0   	n= 7 l= 1   	n= 7 l= 2   	n= 7 l= 3   	n= 7 l= 4   	n= 7 l= 5   	n= 7 l= 6   	n= 8 l= 0   	n= 8 l= 1   	n= 8 l= 2   	n= 8 l= 3   	n= 8 l= 4   	n= 8 l= 5   	n= 8 l= 6   	n= 8 l= 7   	n= 1        	n= 2        	n= 3        	n= 4        	n= 5        	n= 6        	n= 7        	n= 8        	n+          	oInt        	bInt        	tInt 
00000	 0.10000E+01	 0.88976E-19	 0.00000E+00	 0.26363E-19	 0.00000E+00	 0.00000E+00	 0.11122E-19	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.56945E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.32954E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.20753E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.13903E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.10000E+01	 0.88976E-19	 0.26363E-19	 0.11122E-19	 0.56945E-20	 0.32954E-20	 0.20753E-20	 0.13903E-20	 0.34756E-20	 0.10000E+01	-0.16873E-08	 0.10000E+01 
00249	 0.10000E+01	 0.59337E-11	 0.15196E-07	 0.15726E-11	 0.24287E-08	 0.50765E-16	 0.63928E-12	 0.84288E-09	 0.21403E-16	 0.75773E-25	 0.32184E-12	 0.39549E-09	 0.10732E-16	 0.53009E-25	 0.64581E-34	 0.18456E-12	 0.21845E-09	 0.61175E-17	 0.34528E-25	 0.63295E-34	 0.35688E-43	 0.11560E-12	 0.13379E-09	 0.38134E-17	 0.23077E-25	 0.50513E-34	 0.44970E-43	 0.13838E-52	 0.77167E-13	 0.88030E-10	 0.25369E-17	 0.16005E-25	 0.38637E-34	 0.42380E-43	 0.21297E-52	 0.39750E-62	 0.10000E+01	 0.15202E-07	 0.24303E-08	 0.84352E-09	 0.39582E-09	 0.21863E-09	 0.13390E-09	 0.88107E-10	 0.22027E-09	 0.10000E+01	 0.59387E-08	 0.10000E+01 
00499	 0.10000E+01	 0.21437E-10	 0.84394E-06	 0.55398E-11	 0.13350E-06	 0.16352E-12	 0.22329E-11	 0.46147E-07	 0.68870E-13	 0.13964E-19	 0.11196E-11	 0.21611E-07	 0.34515E-13	 0.97673E-20	 0.67876E-27	 0.64065E-12	 0.11924E-07	 0.19670E-13	 0.63614E-20	 0.66520E-27	 0.21374E-34	 0.40071E-12	 0.72981E-08	 0.12259E-13	 0.42513E-20	 0.53085E-27	 0.26933E-34	 0.47206E-42	 0.26727E-12	 0.48000E-08	 0.81546E-14	 0.29484E-20	 0.40603E-27	 0.25381E-34	 0.72649E-42	 0.77206E-50	 0.10000E+01	 0.84396E-06	 0.13351E-06	 0.46149E-07	 0.21613E-07	 0.11925E-07	 0.72985E-08	 0.48003E-08	 0.12001E-07	 0.10000E+01	 0.38687E-06	 0.10000E+01 
00749	 0.99999E+00	 0.70991E-10	 0.75406E-05	 0.12558E-10	 0.11717E-05	 0.14067E-10	 0.46005E-11	 0.40220E-06	 0.59131E-11	 0.11317E-16	 0.22181E-11	 0.18773E-06	 0.29606E-11	 0.79137E-17	 0.51471E-23	 0.12439E-11	 0.10339E-06	 0.16863E-11	 0.51533E-17	 0.50438E-23	 0.15150E-29	 0.76896E-12	 0.63206E-07	 0.10506E-11	 0.34437E-17	 0.40249E-23	 0.19089E-29	 0.31261E-36	 0.50906E-12	 0.41541E-07	 0.69871E-12	 0.23881E-17	 0.30784E-23	 0.17989E-29	 0.48109E-36	 0.47755E-43	 0.99999E+00	 0.75407E-05	 0.11718E-05	 0.40222E-06	 0.18773E-06	 0.10339E-06	 0.63208E-07	 0.41542E-07	 0.10385E-06	 0.10000E+01	 0.30784E-05	 0.10000E+01 
00999	 0.99995E+00	 0.87078E-09	 0.29727E-04	 0.11302E-09	 0.44977E-05	 0.24399E-09	 0.36662E-10	 0.15278E-05	 0.10223E-09	 0.83901E-15	 0.16686E-10	 0.70953E-06	 0.51102E-10	 0.58649E-15	 0.16105E-20	 0.90673E-11	 0.38967E-06	 0.29080E-10	 0.38184E-15	 0.15781E-20	 0.19979E-26	 0.54991E-11	 0.23782E-06	 0.18108E-10	 0.25513E-15	 0.12592E-20	 0.25172E-26	 0.17369E-32	 0.35956E-11	 0.15613E-06	 0.12038E-10	 0.17692E-15	 0.96305E-21	 0.23721E-26	 0.26730E-32	 0.11176E-38	 0.99995E+00	 0.29728E-04	 0.44980E-05	 0.15280E-05	 0.70960E-06	 0.38971E-06	 0.23785E-06	 0.15615E-06	 0.39037E-06	 0.99999E+00	 0.10405E-04	 0.10000E+01 
01249	 0.99989E+00	 0.60707E-08	 0.70025E-04	 0.79478E-09	 0.10209E-04	 0.15718E-08	 0.25830E-09	 0.34175E-05	 0.65541E-09	 0.14263E-13	 0.11764E-09	 0.15760E-05	 0.32684E-09	 0.99663E-14	 0.70806E-19	 0.63947E-10	 0.86215E-06	 0.18574E-09	 0.64871E-14	 0.69373E-19	 0.22665E-24	 0.38789E-10	 0.52493E-06	 0.11556E-09	 0.43338E-14	 0.55352E-19	 0.28556E-24	 0.50852E-30	 0.25364E-10	 0.34408E-06	 0.76784E-10	 0.30049E-14	 0.42333E-19	 0.26909E-24	 0.78257E-30	 0.84409E-36	 0.99989E+00	 0.70031E-04	 0.10211E-04	 0.34185E-05	 0.15764E-05	 0.86240E-06	 0.52509E-06	 0.34418E-06	 0.86045E-06	 0.99998E+00	 0.20243E-04	 0.10000E+01 
01499	 0.99984E+00	 0.19709E-07	 0.11138E-03	 0.25940E-08	 0.15485E-04	 0.47881E-08	 0.84420E-09	 0.50866E-05	 0.19843E-08	 0.79701E-13	 0.38470E-09	 0.23242E-05	 0.98650E-09	 0.55664E-13	 0.70684E-18	 0.20916E-09	 0.12650E-05	 0.55965E-09	 0.36222E-13	 0.69250E-18	 0.40285E-23	 0.12689E-09	 0.76784E-06	 0.34784E-09	 0.24195E-13	 0.55252E-18	 0.50752E-23	 0.16104E-28	 0.82984E-10	 0.50228E-06	 0.23096E-09	 0.16774E-13	 0.42255E-18	 0.47822E-23	 0.24782E-28	 0.47615E-34	 0.99984E+00	 0.11140E-03	 0.15492E-04	 0.50895E-05	 0.23256E-05	 0.12658E-05	 0.76831E-06	 0.50259E-06	 0.12565E-05	 0.99997E+00	 0.25672E-04	 0.10000E+01 
01749	 0.99982E+00	 0.32454E-07	 0.12883E-03	 0.42862E-08	 0.17189E-04	 0.75130E-08	 0.13958E-08	 0.55536E-05	 0.30984E-08	 0.16302E-12	 0.63616E-09	 0.25172E-05	 0.15366E-08	 0.11381E-12	 0.18455E-17	 0.34590E-09	 0.13639E-05	 0.87056E-09	 0.74043E-13	 0.18080E-17	 0.13384E-22	 0.20985E-09	 0.82557E-06	 0.54063E-09	 0.49450E-13	 0.14425E-17	 0.16861E-22	 0.68139E-28	 0.13723E-09	 0.53907E-06	 0.35876E-09	 0.34280E-13	 0.11032E-17	 0.15887E-22	 0.10485E-27	 0.25653E-33	 0.99982E+00	 0.12886E-03	 0.17201E-04	 0.55581E-05	 0.25194E-05	 0.13651E-05	 0.82632E-06	 0.53957E-06	 0.13489E-05	 0.99997E+00	 0.24648E-04	 0.10000E+01 
01999	 0.99981E+00	 0.25341E-07	 0.13089E-03	 0.33665E-08	 0.18380E-04	 0.60282E-08	 0.10968E-08	 0.60505E-05	 0.25040E-08	 0.11034E-12	 0.49983E-09	 0.27665E-05	 0.12463E-08	 0.77099E-13	 0.10835E-17	 0.27172E-09	 0.15062E-05	 0.70744E-09	 0.50186E-13	 0.10617E-17	 0.68491E-23	 0.16482E-09	 0.91434E-06	 0.43986E-09	 0.33528E-13	 0.84720E-18	 0.86293E-23	 0.30393E-28	 0.10777E-09	 0.59815E-06	 0.29212E-09	 0.23247E-13	 0.64796E-18	 0.81315E-23	 0.46773E-28	 0.99796E-34	 0.99981E+00	 0.13091E-03	 0.18389E-04	 0.60541E-05	 0.27683E-05	 0.15072E-05	 0.91494E-06	 0.59855E-06	 0.14964E-05	 0.99997E+00	 0.29801E-04	 0.10000E+01 
02249	 0.99969E+00	 0.55872E-08	 0.19140E-03	 0.86213E-09	 0.31351E-04	 0.39600E-08	 0.30134E-09	 0.10790E-04	 0.18076E-08	 0.20243E-13	 0.14224E-09	 0.50287E-05	 0.93898E-09	 0.14644E-13	 0.71506E-19	 0.78863E-10	 0.27652E-05	 0.54541E-09	 0.97180E-14	 0.70523E-19	 0.20626E-24	 0.48419E-10	 0.16885E-05	 0.34382E-09	 0.65694E-14	 0.56501E-19	 0.26040E-24	 0.43246E-30	 0.31913E-10	 0.11087E-05	 0.23038E-09	 0.45903E-14	 0.43328E-19	 0.24571E-24	 0.66618E-30	 0.67662E-36	 0.99969E+00	 0.19141E-03	 0.31355E-04	 0.10792E-04	 0.50298E-05	 0.27658E-05	 0.16889E-05	 0.11090E-05	 0.27725E-05	 0.99994E+00	 0.61872E-04	 0.10000E+01 
