tStep  	n= 1 l= 0   	n= 2 l= 0   	n= 2 l= 1   	n= 3 l= 0   	n= 3 l= 1   	n= 3 l= 2   	n= 4 l= 0   	n= 4 l= 1   	n= 4 l= 2   	n= 4 l= 3   	n= 5 l= 0   	n= 5 l= 1   	n= 5 l= 2   	n= 5 l= 3   	n= 5 l= 4   	n= 6 l= 0   	n= 6 l= 1   	n= 6 l= 2   	n= 6 l= 3   	n= 6 l= 4   	n= 6 l= 5   	n= 7 l= 0   	n= 7 l= 1   	n= 7 l= 2   	n= 7 l= 3   	n= 7 l= 4   	n= 7 l= 5   	n= 7 l= 6   	n= 8 l= 0   	n= 8 l= 1   	n= 8 l= 2   	n= 8 l= 3   	n= 8 l= 4   	n= 8 l= 5   	n= 8 l= 6   	n= 8 l= 7   	n= 1        	n= 2        	n= 3        	n= 4        	n= 5        	n= 6        	n= 7        	n= 8        	n+          	oInt        	bInt        	tInt 
0000000	 0.10000E+01	 0.88976E-19	 0.00000E+00	 0.26363E-19	 0.00000E+00	 0.00000E+00	 0.11122E-19	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.56945E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.32954E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.20753E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.13903E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.10000E+01	 0.88976E-19	 0.26363E-19	 0.11122E-19	 0.56945E-20	 0.32954E-20	 0.20753E-20	 0.13903E-20	 0.34756E-20	 0.10000E+01	-0.16873E-08	 0.10000E+01 
0000249	 0.10000E+01	 0.59315E-11	 0.19848E-07	 0.15721E-11	 0.31722E-08	 0.86603E-16	 0.63908E-12	 0.11009E-08	 0.36512E-16	 0.16884E-24	 0.32174E-12	 0.51656E-09	 0.18308E-16	 0.11811E-24	 0.18795E-33	 0.18451E-12	 0.28532E-09	 0.10436E-16	 0.76935E-25	 0.18421E-33	 0.13566E-42	 0.11556E-12	 0.17474E-09	 0.65056E-17	 0.51419E-25	 0.14701E-33	 0.17094E-42	 0.68703E-52	 0.77144E-13	 0.11498E-09	 0.43279E-17	 0.35662E-25	 0.11244E-33	 0.16110E-42	 0.10573E-51	 0.25777E-61	 0.10000E+01	 0.19854E-07	 0.31738E-08	 0.11015E-08	 0.51688E-09	 0.28551E-09	 0.17486E-09	 0.11506E-09	 0.28764E-09	 0.10000E+01	 0.82630E-08	 0.10000E+01 
0000499	 0.10000E+01	 0.21381E-10	 0.11023E-05	 0.54907E-11	 0.17437E-06	 0.27896E-12	 0.22109E-11	 0.60274E-07	 0.11749E-12	 0.31115E-19	 0.11082E-11	 0.28227E-07	 0.58882E-13	 0.21763E-19	 0.19754E-26	 0.63405E-12	 0.15574E-07	 0.33555E-13	 0.14174E-19	 0.19359E-26	 0.81246E-34	 0.39655E-12	 0.95322E-08	 0.20914E-13	 0.94727E-20	 0.15449E-26	 0.10238E-33	 0.23437E-41	 0.26448E-12	 0.62694E-08	 0.13911E-13	 0.65696E-20	 0.11817E-26	 0.96478E-34	 0.36069E-41	 0.50065E-49	 0.10000E+01	 0.11023E-05	 0.17438E-06	 0.60276E-07	 0.28228E-07	 0.15575E-07	 0.95326E-08	 0.62697E-08	 0.15674E-07	 0.10000E+01	 0.50579E-06	 0.10000E+01 
0000749	 0.99998E+00	 0.10074E-09	 0.98488E-05	 0.15919E-10	 0.15304E-05	 0.23997E-10	 0.56177E-11	 0.52533E-06	 0.10087E-10	 0.25216E-16	 0.26643E-11	 0.24519E-06	 0.50506E-11	 0.17633E-16	 0.14979E-22	 0.14812E-11	 0.13504E-06	 0.28767E-11	 0.11482E-16	 0.14678E-22	 0.57584E-29	 0.91096E-12	 0.82555E-07	 0.17923E-11	 0.76729E-17	 0.11713E-22	 0.72557E-29	 0.15519E-35	 0.60108E-12	 0.54257E-07	 0.11920E-11	 0.53211E-17	 0.89588E-23	 0.68376E-29	 0.23884E-35	 0.30966E-42	 0.99998E+00	 0.98489E-05	 0.15305E-05	 0.52534E-06	 0.24520E-06	 0.13504E-06	 0.82558E-07	 0.54259E-07	 0.13565E-06	 0.10000E+01	 0.40213E-05	 0.10000E+01 
0000999	 0.99994E+00	 0.15103E-08	 0.38825E-04	 0.19630E-09	 0.58744E-05	 0.41620E-09	 0.63656E-10	 0.19955E-05	 0.17439E-09	 0.18693E-14	 0.28964E-10	 0.92672E-06	 0.87172E-10	 0.13067E-14	 0.46863E-20	 0.15736E-10	 0.50896E-06	 0.49606E-10	 0.85072E-15	 0.45919E-20	 0.75928E-26	 0.95421E-11	 0.31063E-06	 0.30890E-10	 0.56842E-15	 0.36641E-20	 0.95667E-26	 0.86215E-32	 0.62385E-11	 0.20392E-06	 0.20536E-10	 0.39416E-15	 0.28023E-20	 0.90151E-26	 0.13268E-31	 0.72452E-38	 0.99994E+00	 0.38826E-04	 0.58750E-05	 0.19957E-05	 0.92684E-06	 0.50902E-06	 0.31067E-06	 0.20395E-06	 0.50988E-06	 0.99999E+00	 0.13592E-04	 0.10000E+01 
0001249	 0.99986E+00	 0.10522E-07	 0.91448E-04	 0.13860E-08	 0.13333E-04	 0.26809E-08	 0.45143E-09	 0.44636E-05	 0.11179E-08	 0.31771E-13	 0.20581E-09	 0.20584E-05	 0.55747E-09	 0.22200E-13	 0.20598E-18	 0.11193E-09	 0.11261E-05	 0.31681E-09	 0.14450E-13	 0.20181E-18	 0.86112E-24	 0.67915E-10	 0.68562E-06	 0.19711E-09	 0.96539E-14	 0.16103E-18	 0.10849E-23	 0.25232E-29	 0.44419E-10	 0.44940E-06	 0.13097E-09	 0.66937E-14	 0.12315E-18	 0.10223E-23	 0.38830E-29	 0.54698E-35	 0.99986E+00	 0.91459E-04	 0.13337E-04	 0.44652E-05	 0.20591E-05	 0.11265E-05	 0.68588E-06	 0.44958E-06	 0.11240E-05	 0.99997E+00	 0.26446E-04	 0.10000E+01 
0001499	 0.99979E+00	 0.33935E-07	 0.14544E-03	 0.44793E-08	 0.20224E-04	 0.81650E-08	 0.14590E-08	 0.66435E-05	 0.33840E-08	 0.17749E-12	 0.66510E-09	 0.30357E-05	 0.16824E-08	 0.12396E-12	 0.20556E-17	 0.36169E-09	 0.16523E-05	 0.95445E-09	 0.80669E-13	 0.20139E-17	 0.15299E-22	 0.21945E-09	 0.10029E-05	 0.59322E-09	 0.53884E-13	 0.16069E-17	 0.19275E-22	 0.79870E-28	 0.14352E-09	 0.65603E-06	 0.39388E-09	 0.37357E-13	 0.12289E-17	 0.18162E-22	 0.12291E-27	 0.30838E-33	 0.99979E+00	 0.14547E-03	 0.20236E-04	 0.66484E-05	 0.30380E-05	 0.16536E-05	 0.10037E-05	 0.65657E-06	 0.16414E-05	 0.99996E+00	 0.33545E-04	 0.10000E+01 
0001749	 0.99976E+00	 0.55579E-07	 0.16822E-03	 0.73437E-08	 0.22449E-04	 0.12810E-07	 0.23915E-08	 0.72534E-05	 0.52834E-08	 0.36298E-12	 0.10899E-08	 0.32877E-05	 0.26204E-08	 0.25342E-12	 0.53660E-17	 0.59259E-09	 0.17814E-05	 0.14846E-08	 0.16488E-12	 0.52570E-17	 0.50817E-22	 0.35950E-09	 0.10783E-05	 0.92193E-09	 0.11011E-12	 0.41944E-17	 0.64019E-22	 0.33784E-27	 0.23510E-09	 0.70411E-06	 0.61180E-09	 0.76335E-13	 0.32078E-17	 0.60322E-22	 0.51988E-27	 0.16609E-32	 0.99976E+00	 0.16827E-03	 0.22469E-04	 0.72611E-05	 0.32914E-05	 0.17835E-05	 0.10796E-05	 0.70495E-06	 0.17624E-05	 0.99997E+00	 0.32214E-04	 0.10000E+01 
0001999	 0.99975E+00	 0.43014E-07	 0.17091E-03	 0.57069E-08	 0.24005E-04	 0.10279E-07	 0.18590E-08	 0.79024E-05	 0.42701E-08	 0.24570E-12	 0.84715E-09	 0.36134E-05	 0.21253E-08	 0.17169E-12	 0.31508E-17	 0.46054E-09	 0.19672E-05	 0.12065E-08	 0.11176E-12	 0.30875E-17	 0.26009E-22	 0.27936E-09	 0.11942E-05	 0.75013E-09	 0.74664E-13	 0.24637E-17	 0.32769E-22	 0.15072E-27	 0.18267E-09	 0.78126E-06	 0.49818E-09	 0.51771E-13	 0.18843E-17	 0.30880E-22	 0.23195E-27	 0.64626E-33	 0.99975E+00	 0.17095E-03	 0.24021E-04	 0.79085E-05	 0.36163E-05	 0.19689E-05	 0.11953E-05	 0.78194E-06	 0.19549E-05	 0.99996E+00	 0.38941E-04	 0.10000E+01 
0002249	 0.99960E+00	 0.90210E-08	 0.24997E-03	 0.14073E-08	 0.40944E-04	 0.67544E-08	 0.49572E-09	 0.14092E-04	 0.30832E-08	 0.45092E-13	 0.23494E-09	 0.65676E-05	 0.16016E-08	 0.32621E-13	 0.20802E-18	 0.13057E-09	 0.36113E-05	 0.93032E-09	 0.21648E-13	 0.20517E-18	 0.78367E-24	 0.80278E-10	 0.22052E-05	 0.58645E-09	 0.14634E-13	 0.16437E-18	 0.98937E-24	 0.21459E-29	 0.52961E-10	 0.14480E-05	 0.39296E-09	 0.10226E-13	 0.12605E-18	 0.93354E-24	 0.33056E-29	 0.43847E-35	 0.99960E+00	 0.24998E-03	 0.40952E-04	 0.14096E-04	 0.65694E-05	 0.36124E-05	 0.22058E-05	 0.14485E-05	 0.36212E-05	 0.99992E+00	 0.80816E-04	 0.10000E+01 
