tStep	n= 1 l= 0   	n= 2 l= 0   	n= 2 l= 1   	n= 3 l= 0   	n= 3 l= 1   	n= 3 l= 2   	n= 4 l= 0   	n= 4 l= 1   	n= 4 l= 2   	n= 4 l= 3   	n= 5 l= 0   	n= 5 l= 1   	n= 5 l= 2   	n= 5 l= 3   	n= 5 l= 4   	n= 6 l= 0   	n= 6 l= 1   	n= 6 l= 2   	n= 6 l= 3   	n= 6 l= 4   	n= 6 l= 5   	n= 7 l= 0   	n= 7 l= 1   	n= 7 l= 2   	n= 7 l= 3   	n= 7 l= 4   	n= 7 l= 5   	n= 7 l= 6   	n= 8 l= 0   	n= 8 l= 1   	n= 8 l= 2   	n= 8 l= 3   	n= 8 l= 4   	n= 8 l= 5   	n= 8 l= 6   	n= 8 l= 7   	n= 1        	n= 2        	n= 3        	n= 4        	n= 5        	n= 6        	n= 7        	n= 8        	n+          	oInt        	bInt        	tInt 
00000	 0.10000E+01	 0.88976E-19	 0.00000E+00	 0.26363E-19	 0.00000E+00	 0.00000E+00	 0.11122E-19	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.56945E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.32954E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.20753E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.13903E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.10000E+01	 0.88976E-19	 0.26363E-19	 0.11122E-19	 0.56945E-20	 0.32954E-20	 0.20753E-20	 0.13903E-20	 0.34756E-20	 0.10000E+01	-0.16873E-08	 0.10000E+01 
00249	 0.10000E+01	 0.59412E-11	 0.40290E-12	 0.15743E-11	 0.64456E-13	 0.35540E-25	 0.63993E-12	 0.22378E-13	 0.14985E-25	 0.14026E-38	 0.32216E-12	 0.10502E-13	 0.75141E-26	 0.98126E-39	 0.31619E-52	 0.18475E-12	 0.58012E-14	 0.42834E-26	 0.63915E-39	 0.30989E-52	 0.46224E-66	 0.11571E-12	 0.35531E-14	 0.26702E-26	 0.42718E-39	 0.24732E-52	 0.58247E-66	 0.47425E-80	 0.77242E-13	 0.23380E-14	 0.17764E-26	 0.29627E-39	 0.18917E-52	 0.54893E-66	 0.72988E-80	 0.36054E-94	 0.10000E+01	 0.63441E-11	 0.16387E-11	 0.66231E-12	 0.33266E-12	 0.19055E-12	 0.11926E-12	 0.79580E-13	 0.19895E-12	 0.10000E+01	-0.16539E-08	 0.10000E+01 
00499	 0.10000E+01	 0.22436E-10	 0.88940E-10	 0.58113E-11	 0.14125E-10	 0.17863E-20	 0.23413E-11	 0.48899E-11	 0.75265E-21	 0.15896E-31	 0.11736E-11	 0.22917E-11	 0.37728E-21	 0.11119E-31	 0.80608E-43	 0.67141E-12	 0.12650E-11	 0.21502E-21	 0.72421E-32	 0.78999E-43	 0.26489E-54	 0.41990E-12	 0.77440E-12	 0.13402E-21	 0.48400E-32	 0.63045E-43	 0.33378E-54	 0.61059E-66	 0.28004E-12	 0.50942E-12	 0.89154E-22	 0.33568E-32	 0.48222E-43	 0.31455E-54	 0.93969E-66	 0.10424E-77	 0.10000E+01	 0.11138E-09	 0.19936E-10	 0.72311E-11	 0.34653E-11	 0.19364E-11	 0.11943E-11	 0.78946E-12	 0.19736E-11	 0.10000E+01	-0.15753E-08	 0.10000E+01 
00749	 0.10000E+01	 0.45919E-10	 0.17664E-08	 0.11435E-10	 0.27696E-09	 0.74351E-18	 0.45358E-11	 0.95402E-10	 0.31283E-18	 0.13649E-27	 0.22566E-11	 0.44604E-10	 0.15670E-18	 0.95453E-28	 0.14210E-37	 0.12856E-11	 0.24588E-10	 0.89275E-19	 0.62163E-28	 0.13925E-37	 0.95794E-48	 0.80196E-12	 0.15041E-10	 0.55632E-19	 0.41542E-28	 0.11113E-37	 0.12070E-47	 0.45282E-58	 0.53396E-12	 0.98888E-11	 0.37001E-19	 0.28810E-28	 0.84996E-38	 0.11375E-47	 0.69688E-58	 0.15849E-68	 0.10000E+01	 0.18123E-08	 0.28839E-09	 0.99938E-10	 0.46861E-10	 0.25874E-10	 0.15843E-10	 0.10423E-10	 0.26057E-10	 0.10000E+01	-0.83385E-09	 0.10000E+01 
00999	 0.10000E+01	 0.71250E-10	 0.12116E-07	 0.16739E-10	 0.18633E-08	 0.37899E-16	 0.64858E-11	 0.63702E-09	 0.15908E-16	 0.50617E-25	 0.31901E-11	 0.29676E-09	 0.79590E-17	 0.35389E-25	 0.37998E-34	 0.18059E-11	 0.16326E-09	 0.45314E-17	 0.23043E-25	 0.37234E-34	 0.18450E-43	 0.11222E-11	 0.99746E-10	 0.28226E-17	 0.15398E-25	 0.29712E-34	 0.23246E-43	 0.62795E-53	 0.74526E-12	 0.65528E-10	 0.18768E-17	 0.10678E-25	 0.22724E-34	 0.21906E-43	 0.96639E-53	 0.15822E-62	 0.10000E+01	 0.12187E-07	 0.18800E-08	 0.64351E-09	 0.29995E-09	 0.16507E-09	 0.10087E-09	 0.66273E-10	 0.16568E-09	 0.10000E+01	 0.30719E-08	 0.10000E+01 
01249	 0.10000E+01	 0.92747E-10	 0.42881E-07	 0.20086E-10	 0.64153E-08	 0.53117E-15	 0.75258E-11	 0.21698E-08	 0.22213E-15	 0.27357E-23	 0.36409E-11	 0.10056E-08	 0.11093E-15	 0.19120E-23	 0.78011E-32	 0.20421E-11	 0.55166E-09	 0.63091E-16	 0.12447E-23	 0.76435E-32	 0.14363E-40	 0.12618E-11	 0.33645E-09	 0.39274E-16	 0.83160E-24	 0.60989E-32	 0.18096E-40	 0.18536E-49	 0.83484E-12	 0.22078E-09	 0.26103E-16	 0.57664E-24	 0.46645E-32	 0.17052E-40	 0.28525E-49	 0.17703E-58	 0.10000E+01	 0.42974E-07	 0.64354E-08	 0.21774E-08	 0.10093E-08	 0.55370E-09	 0.33772E-09	 0.22162E-09	 0.55404E-09	 0.10000E+01	 0.12632E-07	 0.10000E+01 
01499	 0.10000E+01	 0.10565E-09	 0.90896E-07	 0.20453E-10	 0.13099E-07	 0.27699E-14	 0.73035E-11	 0.43657E-08	 0.11523E-14	 0.33948E-22	 0.34492E-11	 0.20090E-08	 0.57398E-15	 0.23716E-22	 0.22548E-30	 0.19084E-11	 0.10978E-08	 0.32598E-15	 0.15435E-22	 0.22091E-30	 0.96403E-39	 0.11693E-11	 0.66793E-09	 0.20274E-15	 0.10311E-22	 0.17626E-30	 0.12145E-38	 0.28906E-47	 0.76940E-12	 0.43761E-09	 0.13467E-15	 0.71487E-23	 0.13480E-30	 0.11444E-38	 0.44481E-47	 0.64123E-56	 0.10000E+01	 0.91002E-07	 0.13119E-07	 0.43731E-08	 0.20125E-08	 0.10997E-08	 0.66910E-09	 0.43838E-09	 0.10959E-08	 0.10000E+01	 0.23416E-07	 0.10000E+01 
01749	 0.10000E+01	 0.10780E-09	 0.12084E-06	 0.17840E-10	 0.16775E-07	 0.56667E-14	 0.59324E-11	 0.55086E-08	 0.23461E-14	 0.10322E-21	 0.27005E-11	 0.25167E-08	 0.11658E-14	 0.72072E-22	 0.99884E-30	 0.14629E-11	 0.13697E-08	 0.66123E-15	 0.46895E-22	 0.97853E-30	 0.62027E-38	 0.88462E-12	 0.83136E-09	 0.41091E-15	 0.31321E-22	 0.78072E-30	 0.78139E-38	 0.27030E-46	 0.57703E-12	 0.54382E-09	 0.27280E-15	 0.21714E-22	 0.59707E-30	 0.73626E-38	 0.41593E-46	 0.87131E-55	 0.10000E+01	 0.12095E-06	 0.16793E-07	 0.55145E-08	 0.25194E-08	 0.13712E-08	 0.83224E-09	 0.54439E-09	 0.13610E-08	 0.10000E+01	 0.26202E-07	 0.10000E+01 
01999	 0.10000E+01	 0.99692E-10	 0.11780E-06	 0.13159E-10	 0.17636E-07	 0.36988E-14	 0.39073E-11	 0.59525E-08	 0.15491E-14	 0.49533E-22	 0.16724E-11	 0.27547E-08	 0.77413E-15	 0.34644E-22	 0.36757E-30	 0.87351E-12	 0.15098E-08	 0.44044E-15	 0.22562E-22	 0.36025E-30	 0.17641E-38	 0.51612E-12	 0.92023E-09	 0.27423E-15	 0.15078E-22	 0.28750E-30	 0.22228E-38	 0.59462E-47	 0.33148E-12	 0.60361E-09	 0.18229E-15	 0.10457E-22	 0.21990E-30	 0.20947E-38	 0.91509E-47	 0.14842E-55	 0.10000E+01	 0.11790E-06	 0.17649E-07	 0.59564E-08	 0.27563E-08	 0.15106E-08	 0.92075E-09	 0.60394E-09	 0.15099E-08	 0.10000E+01	 0.34140E-07	 0.10000E+01 
02249	 0.10000E+01	 0.81696E-10	 0.22885E-06	 0.75974E-11	 0.42058E-07	 0.49024E-14	 0.18283E-11	 0.15041E-07	 0.23948E-14	 0.18797E-22	 0.68870E-12	 0.71348E-08	 0.12799E-14	 0.14772E-22	 0.19180E-31	 0.33176E-12	 0.39611E-08	 0.75444E-15	 0.10233E-22	 0.20633E-31	 0.61210E-41	 0.18579E-12	 0.24328E-08	 0.47971E-15	 0.70945E-23	 0.17404E-31	 0.83582E-41	 0.58640E-51	 0.11499E-12	 0.16035E-08	 0.32322E-15	 0.50378E-23	 0.13795E-31	 0.82938E-41	 0.97756E-51	 0.27914E-61	 0.10000E+01	 0.22893E-06	 0.42066E-07	 0.15043E-07	 0.71355E-08	 0.39614E-08	 0.24329E-08	 0.16036E-08	 0.40090E-08	 0.10000E+01	 0.11147E-06	 0.10000E+01 
02499	 0.10000E+01	 0.52898E-10	 0.84300E-06	 0.25175E-11	 0.14763E-06	 0.11828E-12	 0.33929E-12	 0.51864E-07	 0.56901E-13	 0.38836E-20	 0.81879E-13	 0.24394E-07	 0.30180E-13	 0.30417E-20	 0.40751E-28	 0.28897E-13	 0.13480E-07	 0.17715E-13	 0.21028E-20	 0.43848E-28	 0.16675E-36	 0.13211E-13	 0.82559E-08	 0.11235E-13	 0.14559E-20	 0.36987E-28	 0.22740E-36	 0.31657E-45	 0.72017E-14	 0.54316E-08	 0.75571E-14	 0.10329E-20	 0.29317E-28	 0.22546E-36	 0.52126E-45	 0.37603E-54	 0.10000E+01	 0.84306E-06	 0.14764E-06	 0.51864E-07	 0.24394E-07	 0.13480E-07	 0.82559E-08	 0.54317E-08	 0.13579E-07	 0.10000E+01	 0.34189E-06	 0.10000E+01 
02749	 0.10000E+01	 0.20177E-10	 0.23650E-05	 0.87576E-12	 0.37904E-06	 0.12700E-11	 0.56925E-12	 0.12926E-06	 0.59129E-12	 0.15903E-18	 0.38630E-12	 0.59970E-07	 0.30911E-12	 0.12315E-18	 0.51266E-26	 0.25851E-12	 0.32895E-07	 0.18005E-12	 0.84637E-19	 0.55448E-26	 0.25770E-34	 0.17695E-12	 0.20056E-07	 0.11366E-12	 0.58400E-19	 0.46924E-26	 0.37151E-34	 0.21073E-42	 0.12491E-12	 0.13157E-07	 0.76224E-13	 0.41343E-19	 0.37273E-26	 0.38156E-34	 0.30524E-42	 0.21860E-49	 0.10000E+01	 0.23650E-05	 0.37905E-06	 0.12926E-06	 0.59971E-07	 0.32895E-07	 0.20057E-07	 0.13157E-07	 0.32894E-07	 0.10000E+01	 0.72031E-06	 0.10000E+01 
02999	 0.99999E+00	 0.13622E-10	 0.46881E-05	 0.84153E-11	 0.69217E-06	 0.66678E-11	 0.43837E-11	 0.22910E-06	 0.30165E-11	 0.22902E-17	 0.24254E-11	 0.10481E-06	 0.15565E-11	 0.17460E-17	 0.19686E-24	 0.14563E-11	 0.57051E-07	 0.90026E-12	 0.11904E-17	 0.20957E-24	 0.28515E-32	 0.93605E-12	 0.34623E-07	 0.56591E-12	 0.81755E-18	 0.17581E-24	 0.37263E-32	 0.36055E-39	 0.63503E-12	 0.22644E-07	 0.37847E-12	 0.57702E-18	 0.13891E-24	 0.36153E-32	 0.53528E-39	 0.48073E-46	 0.99999E+00	 0.46881E-05	 0.69219E-06	 0.22911E-06	 0.10482E-06	 0.57053E-07	 0.34624E-07	 0.22645E-07	 0.56612E-07	 0.10000E+01	 0.10750E-05	 0.10000E+01 
03249	 0.99999E+00	 0.71181E-10	 0.68901E-05	 0.29262E-10	 0.93955E-06	 0.19093E-10	 0.12754E-10	 0.30155E-06	 0.84523E-11	 0.13067E-16	 0.65400E-11	 0.13592E-06	 0.43171E-11	 0.98646E-17	 0.22837E-23	 0.37744E-11	 0.73378E-07	 0.24829E-11	 0.66904E-17	 0.24095E-23	 0.85692E-31	 0.23701E-11	 0.44308E-07	 0.15555E-11	 0.45802E-17	 0.20110E-23	 0.10968E-30	 0.19367E-37	 0.15841E-11	 0.28884E-07	 0.10380E-11	 0.32261E-17	 0.15837E-23	 0.10484E-30	 0.28849E-37	 0.45576E-44	 0.99999E+00	 0.68902E-05	 0.93960E-06	 0.30157E-06	 0.13593E-06	 0.73384E-07	 0.44312E-07	 0.28886E-07	 0.72216E-07	 0.10000E+01	 0.11791E-05	 0.10000E+01 
