tStep  	n= 1 l= 0   	n= 2 l= 0   	n= 2 l= 1   	n= 3 l= 0   	n= 3 l= 1   	n= 3 l= 2   	n= 4 l= 0   	n= 4 l= 1   	n= 4 l= 2   	n= 4 l= 3   	n= 5 l= 0   	n= 5 l= 1   	n= 5 l= 2   	n= 5 l= 3   	n= 5 l= 4   	n= 6 l= 0   	n= 6 l= 1   	n= 6 l= 2   	n= 6 l= 3   	n= 6 l= 4   	n= 6 l= 5   	n= 7 l= 0   	n= 7 l= 1   	n= 7 l= 2   	n= 7 l= 3   	n= 7 l= 4   	n= 7 l= 5   	n= 7 l= 6   	n= 8 l= 0   	n= 8 l= 1   	n= 8 l= 2   	n= 8 l= 3   	n= 8 l= 4   	n= 8 l= 5   	n= 8 l= 6   	n= 8 l= 7   	n= 1        	n= 2        	n= 3        	n= 4        	n= 5        	n= 6        	n= 7        	n= 8        	n+          	oInt        	bInt        	tInt 
0000000	 0.10000E+01	 0.88976E-19	 0.00000E+00	 0.26363E-19	 0.00000E+00	 0.00000E+00	 0.11122E-19	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.56945E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.32954E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.20753E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.13903E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.10000E+01	 0.88976E-19	 0.26363E-19	 0.11122E-19	 0.56945E-20	 0.32954E-20	 0.20753E-20	 0.13903E-20	 0.34756E-20	 0.10000E+01	-0.16873E-08	 0.10000E+01 
0000249	 0.10000E+01	 0.59387E-11	 0.49779E-08	 0.15737E-11	 0.79560E-09	 0.54476E-17	 0.63972E-12	 0.27611E-09	 0.22967E-17	 0.26636E-26	 0.32205E-12	 0.12955E-09	 0.11516E-17	 0.18634E-26	 0.74367E-36	 0.18469E-12	 0.71559E-10	 0.65646E-18	 0.12137E-26	 0.72885E-36	 0.13462E-45	 0.11567E-12	 0.43825E-10	 0.40922E-18	 0.81120E-27	 0.58167E-36	 0.16963E-45	 0.17100E-55	 0.77217E-13	 0.28837E-10	 0.27223E-18	 0.56261E-27	 0.44491E-36	 0.15987E-45	 0.26316E-55	 0.16090E-65	 0.10000E+01	 0.49839E-08	 0.79717E-09	 0.27675E-09	 0.12988E-09	 0.71743E-10	 0.43941E-10	 0.28914E-10	 0.72285E-10	 0.10000E+01	 0.83308E-09	 0.10000E+01 
0000499	 0.10000E+01	 0.21981E-10	 0.27163E-06	 0.57059E-11	 0.42968E-07	 0.16943E-13	 0.23005E-11	 0.14852E-07	 0.71358E-14	 0.46575E-21	 0.11535E-11	 0.69553E-08	 0.35762E-14	 0.32577E-21	 0.72874E-29	 0.66003E-12	 0.38376E-08	 0.20380E-14	 0.21217E-21	 0.71418E-29	 0.73868E-37	 0.41283E-12	 0.23488E-08	 0.12702E-14	 0.14179E-21	 0.56994E-29	 0.93078E-37	 0.52514E-45	 0.27534E-12	 0.15448E-08	 0.84492E-15	 0.98339E-22	 0.43593E-29	 0.87716E-37	 0.80819E-45	 0.27647E-53	 0.10000E+01	 0.27165E-06	 0.42974E-07	 0.14854E-07	 0.69565E-08	 0.38383E-08	 0.23492E-08	 0.15451E-08	 0.38627E-08	 0.10000E+01	 0.12338E-06	 0.10000E+01 
0000749	 0.10000E+01	 0.42006E-10	 0.23527E-05	 0.10190E-10	 0.36549E-06	 0.13706E-11	 0.40299E-11	 0.12545E-06	 0.57613E-12	 0.34425E-18	 0.20033E-11	 0.58548E-07	 0.28846E-12	 0.24072E-18	 0.48876E-25	 0.11409E-11	 0.32244E-07	 0.16430E-12	 0.15675E-18	 0.47895E-25	 0.44908E-32	 0.71160E-12	 0.19712E-07	 0.10236E-12	 0.10475E-18	 0.38220E-25	 0.56585E-32	 0.28927E-39	 0.47376E-12	 0.12955E-07	 0.68076E-13	 0.72642E-19	 0.29232E-25	 0.53324E-32	 0.44518E-39	 0.13795E-46	 0.10000E+01	 0.23527E-05	 0.36550E-06	 0.12545E-06	 0.58551E-07	 0.32245E-07	 0.19713E-07	 0.12956E-07	 0.32389E-07	 0.10000E+01	 0.95769E-06	 0.10000E+01 
0000999	 0.99999E+00	 0.10454E-09	 0.88429E-05	 0.17612E-10	 0.13369E-05	 0.21652E-10	 0.63128E-11	 0.45399E-06	 0.90712E-11	 0.22186E-16	 0.30105E-11	 0.21080E-06	 0.45344E-11	 0.15508E-16	 0.12690E-22	 0.16780E-11	 0.11576E-06	 0.25803E-11	 0.10097E-16	 0.12434E-22	 0.46902E-29	 0.10333E-11	 0.70649E-07	 0.16068E-11	 0.67462E-17	 0.99211E-23	 0.59095E-29	 0.12149E-35	 0.68237E-12	 0.46379E-07	 0.10681E-11	 0.46780E-17	 0.75878E-23	 0.55687E-29	 0.18697E-35	 0.23291E-42	 0.99999E+00	 0.88430E-05	 0.13369E-05	 0.45400E-06	 0.21081E-06	 0.11577E-06	 0.70652E-07	 0.46381E-07	 0.11595E-06	 0.10000E+01	 0.30782E-05	 0.10000E+01 
0001249	 0.99997E+00	 0.45058E-09	 0.19439E-04	 0.60021E-10	 0.28296E-05	 0.12178E-09	 0.19685E-10	 0.94667E-06	 0.50777E-10	 0.30756E-15	 0.90064E-11	 0.43642E-06	 0.25321E-10	 0.21489E-15	 0.42505E-21	 0.49079E-11	 0.23871E-06	 0.14389E-10	 0.13987E-15	 0.41643E-21	 0.37879E-27	 0.29816E-11	 0.14532E-06	 0.89528E-11	 0.93441E-16	 0.33226E-21	 0.47723E-27	 0.23658E-33	 0.19517E-11	 0.95250E-07	 0.59485E-11	 0.64788E-16	 0.25411E-21	 0.44969E-27	 0.36407E-33	 0.10931E-39	 0.99997E+00	 0.19440E-04	 0.28298E-05	 0.94674E-06	 0.43645E-06	 0.23873E-06	 0.14534E-06	 0.95258E-07	 0.23814E-06	 0.99999E+00	 0.55594E-05	 0.10000E+01 
0001499	 0.99996E+00	 0.12100E-08	 0.28137E-04	 0.16018E-09	 0.39144E-05	 0.30463E-09	 0.52295E-10	 0.12861E-05	 0.12631E-09	 0.12724E-14	 0.23868E-10	 0.58773E-06	 0.62812E-10	 0.88861E-15	 0.28410E-20	 0.12988E-10	 0.31991E-06	 0.35640E-10	 0.57823E-15	 0.27831E-20	 0.40785E-26	 0.78838E-11	 0.19418E-06	 0.22153E-10	 0.38622E-15	 0.22205E-20	 0.51380E-26	 0.41055E-32	 0.51575E-11	 0.12702E-06	 0.14710E-10	 0.26776E-15	 0.16981E-20	 0.48413E-26	 0.63176E-32	 0.30563E-38	 0.99996E+00	 0.28138E-04	 0.39148E-05	 0.12863E-05	 0.58781E-06	 0.31995E-06	 0.19421E-06	 0.12704E-06	 0.31761E-06	 0.99999E+00	 0.64651E-05	 0.10000E+01 
0001749	 0.99996E+00	 0.15874E-08	 0.29684E-04	 0.21669E-09	 0.40771E-05	 0.35582E-09	 0.71276E-10	 0.13327E-05	 0.14732E-09	 0.16252E-14	 0.32619E-10	 0.60745E-06	 0.73208E-10	 0.11348E-14	 0.39434E-20	 0.17773E-10	 0.33017E-06	 0.41521E-10	 0.73841E-15	 0.38629E-20	 0.61470E-26	 0.10795E-10	 0.20024E-06	 0.25803E-10	 0.49319E-15	 0.30820E-20	 0.77437E-26	 0.67202E-32	 0.70650E-11	 0.13091E-06	 0.17131E-10	 0.34191E-15	 0.23569E-20	 0.72964E-26	 0.10341E-31	 0.54330E-38	 0.99996E+00	 0.29686E-04	 0.40777E-05	 0.13329E-05	 0.60756E-06	 0.33023E-06	 0.20028E-06	 0.13094E-06	 0.32734E-06	 0.99999E+00	 0.64134E-05	 0.10000E+01 
0001999	 0.99995E+00	 0.86941E-09	 0.33064E-04	 0.11920E-09	 0.51964E-05	 0.19352E-09	 0.38565E-10	 0.17767E-05	 0.82873E-10	 0.48577E-15	 0.17452E-10	 0.82655E-06	 0.41854E-10	 0.34111E-15	 0.73445E-21	 0.94415E-11	 0.45421E-06	 0.23951E-10	 0.22265E-15	 0.72056E-21	 0.73153E-27	 0.57084E-11	 0.27727E-06	 0.14965E-10	 0.14899E-15	 0.57542E-21	 0.92215E-27	 0.51390E-33	 0.37242E-11	 0.18204E-06	 0.99708E-11	 0.10342E-15	 0.44031E-21	 0.86926E-27	 0.79104E-33	 0.26799E-39	 0.99995E+00	 0.33065E-04	 0.51967E-05	 0.17769E-05	 0.82661E-06	 0.45424E-06	 0.27729E-06	 0.18206E-06	 0.45515E-06	 0.99999E+00	 0.10632E-04	 0.10000E+01 
0002249	 0.99989E+00	 0.10934E-08	 0.65109E-04	 0.23699E-09	 0.11369E-04	 0.44843E-09	 0.89547E-10	 0.39823E-05	 0.21674E-09	 0.53537E-15	 0.43559E-10	 0.18698E-05	 0.11523E-09	 0.41931E-15	 0.16499E-21	 0.24515E-10	 0.10322E-05	 0.67732E-10	 0.28992E-15	 0.17729E-21	 0.15141E-28	 0.15180E-10	 0.63175E-06	 0.42992E-10	 0.20077E-15	 0.14944E-21	 0.20693E-28	 0.35565E-36	 0.10059E-10	 0.41545E-06	 0.28934E-10	 0.14246E-15	 0.11840E-21	 0.20544E-28	 0.59744E-36	 0.53321E-44	 0.99989E+00	 0.65110E-04	 0.11370E-04	 0.39826E-05	 0.18700E-05	 0.10323E-05	 0.63181E-06	 0.41549E-06	 0.10387E-05	 0.99997E+00	 0.24482E-04	 0.10000E+01 
