tStep	n= 1 l= 0   	n= 2 l= 0   	n= 2 l= 1   	n= 3 l= 0   	n= 3 l= 1   	n= 3 l= 2   	n= 4 l= 0   	n= 4 l= 1   	n= 4 l= 2   	n= 4 l= 3   	n= 5 l= 0   	n= 5 l= 1   	n= 5 l= 2   	n= 5 l= 3   	n= 5 l= 4   	n= 6 l= 0   	n= 6 l= 1   	n= 6 l= 2   	n= 6 l= 3   	n= 6 l= 4   	n= 6 l= 5   	n= 7 l= 0   	n= 7 l= 1   	n= 7 l= 2   	n= 7 l= 3   	n= 7 l= 4   	n= 7 l= 5   	n= 7 l= 6   	n= 8 l= 0   	n= 8 l= 1   	n= 8 l= 2   	n= 8 l= 3   	n= 8 l= 4   	n= 8 l= 5   	n= 8 l= 6   	n= 8 l= 7   	n= 1        	n= 2        	n= 3        	n= 4        	n= 5        	n= 6        	n= 7        	n= 8        	n+          	oInt        	bInt        	tInt 
00000	 0.10000E+01	 0.88976E-19	 0.00000E+00	 0.26363E-19	 0.00000E+00	 0.00000E+00	 0.11122E-19	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.56945E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.32954E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.20753E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.13903E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.10000E+01	 0.88976E-19	 0.26363E-19	 0.11122E-19	 0.56945E-20	 0.32954E-20	 0.20753E-20	 0.13903E-20	 0.34756E-20	 0.10000E+01	-0.16873E-08	 0.10000E+01 
00249	 0.10000E+01	 0.59412E-11	 0.16780E-11	 0.15743E-11	 0.26844E-12	 0.61643E-24	 0.63993E-12	 0.93196E-13	 0.25991E-24	 0.10132E-36	 0.32216E-12	 0.43737E-13	 0.13033E-24	 0.70882E-37	 0.95123E-50	 0.18475E-12	 0.24160E-13	 0.74295E-25	 0.46170E-37	 0.93229E-50	 0.57915E-63	 0.11571E-12	 0.14798E-13	 0.46313E-25	 0.30857E-37	 0.74402E-50	 0.72978E-63	 0.24746E-76	 0.77242E-13	 0.97371E-14	 0.30810E-25	 0.21402E-37	 0.56910E-50	 0.68775E-63	 0.38085E-76	 0.78351E-90	 0.10000E+01	 0.76191E-11	 0.18427E-11	 0.73313E-12	 0.36590E-12	 0.20891E-12	 0.13051E-12	 0.86979E-13	 0.21745E-12	 0.10000E+01	-0.16532E-08	 0.10000E+01 
00499	 0.10000E+01	 0.22436E-10	 0.37035E-09	 0.58111E-11	 0.58816E-10	 0.30974E-19	 0.23412E-11	 0.20361E-10	 0.13050E-19	 0.11477E-29	 0.11736E-11	 0.95426E-11	 0.65416E-20	 0.80281E-30	 0.24234E-40	 0.67140E-12	 0.52673E-11	 0.37283E-20	 0.52288E-30	 0.23751E-40	 0.33161E-51	 0.41989E-12	 0.32246E-11	 0.23239E-20	 0.34945E-30	 0.18954E-40	 0.41785E-51	 0.31829E-62	 0.28004E-12	 0.21212E-11	 0.15458E-20	 0.24236E-30	 0.14498E-40	 0.39378E-51	 0.48985E-62	 0.22627E-73	 0.10000E+01	 0.39278E-09	 0.64627E-10	 0.22703E-10	 0.10716E-10	 0.59387E-11	 0.36445E-11	 0.24013E-11	 0.60031E-11	 0.10000E+01	-0.14417E-08	 0.10000E+01 
00749	 0.10000E+01	 0.45891E-10	 0.73533E-08	 0.11429E-10	 0.11529E-08	 0.12885E-16	 0.45335E-11	 0.39715E-09	 0.54212E-17	 0.98465E-26	 0.22555E-11	 0.18568E-09	 0.27156E-17	 0.68863E-26	 0.42676E-35	 0.12850E-11	 0.10236E-09	 0.15471E-17	 0.44846E-26	 0.41821E-35	 0.11976E-44	 0.80159E-12	 0.62612E-10	 0.96409E-18	 0.29969E-26	 0.33374E-35	 0.15091E-44	 0.23567E-54	 0.53371E-12	 0.41166E-10	 0.64122E-18	 0.20784E-26	 0.25526E-35	 0.14221E-44	 0.36269E-54	 0.34339E-64	 0.10000E+01	 0.73991E-08	 0.11644E-08	 0.40168E-09	 0.18794E-09	 0.10364E-09	 0.63414E-10	 0.41699E-10	 0.10425E-09	 0.10000E+01	 0.15899E-08	 0.10000E+01 
00999	 0.10000E+01	 0.70949E-10	 0.50417E-07	 0.16677E-10	 0.77537E-08	 0.65631E-15	 0.64627E-11	 0.26509E-08	 0.27548E-15	 0.36477E-23	 0.31789E-11	 0.12349E-08	 0.13783E-15	 0.25503E-23	 0.11395E-31	 0.17996E-11	 0.67939E-09	 0.78472E-16	 0.16606E-23	 0.11166E-31	 0.23025E-40	 0.11183E-11	 0.41508E-09	 0.48880E-16	 0.11096E-23	 0.89104E-32	 0.29011E-40	 0.32613E-49	 0.74269E-12	 0.27268E-09	 0.32502E-16	 0.76950E-24	 0.68149E-32	 0.27339E-40	 0.50189E-49	 0.34194E-58	 0.10000E+01	 0.50488E-07	 0.77704E-08	 0.26573E-08	 0.12381E-08	 0.68119E-09	 0.41620E-09	 0.27343E-09	 0.68357E-09	 0.10000E+01	 0.17847E-07	 0.10000E+01 
01249	 0.10000E+01	 0.91313E-10	 0.17837E-06	 0.19805E-10	 0.26685E-07	 0.91908E-14	 0.74232E-11	 0.90254E-08	 0.38434E-14	 0.19690E-21	 0.35918E-11	 0.41828E-08	 0.19194E-14	 0.13761E-21	 0.23356E-29	 0.20147E-11	 0.22946E-08	 0.10917E-14	 0.89586E-22	 0.22884E-29	 0.17887E-37	 0.12449E-11	 0.13995E-08	 0.67955E-15	 0.59854E-22	 0.18260E-29	 0.22536E-37	 0.96024E-46	 0.82369E-12	 0.91833E-09	 0.45166E-15	 0.41503E-22	 0.13965E-29	 0.21236E-37	 0.14777E-45	 0.38148E-54	 0.10000E+01	 0.17846E-06	 0.26704E-07	 0.90329E-08	 0.41864E-08	 0.22966E-08	 0.14007E-08	 0.91916E-09	 0.22979E-08	 0.10000E+01	 0.57643E-07	 0.10000E+01 
01499	 0.10000E+01	 0.10217E-09	 0.37792E-06	 0.19814E-10	 0.54460E-07	 0.47886E-13	 0.70769E-11	 0.18151E-07	 0.19921E-13	 0.24403E-20	 0.33423E-11	 0.83526E-08	 0.99229E-14	 0.17047E-20	 0.67390E-28	 0.18492E-11	 0.45641E-08	 0.56354E-14	 0.11095E-20	 0.66024E-28	 0.11980E-35	 0.11330E-11	 0.27769E-08	 0.35049E-14	 0.74114E-21	 0.52679E-28	 0.15093E-35	 0.14936E-43	 0.74551E-12	 0.18194E-08	 0.23282E-14	 0.51386E-21	 0.40288E-28	 0.14222E-35	 0.22984E-43	 0.13776E-51	 0.10000E+01	 0.37802E-06	 0.54480E-07	 0.18158E-07	 0.83559E-08	 0.45659E-08	 0.27781E-08	 0.18201E-08	 0.45503E-08	 0.10000E+01	 0.10249E-06	 0.10000E+01 
01749	 0.10000E+01	 0.10375E-09	 0.50227E-06	 0.17162E-10	 0.69725E-07	 0.97908E-13	 0.57017E-11	 0.22896E-07	 0.40536E-13	 0.74128E-20	 0.25939E-11	 0.10460E-07	 0.20143E-13	 0.51761E-20	 0.29818E-27	 0.14047E-11	 0.56931E-08	 0.11425E-13	 0.33679E-20	 0.29212E-27	 0.76968E-35	 0.84919E-12	 0.34554E-08	 0.70996E-14	 0.22494E-20	 0.23307E-27	 0.96961E-35	 0.13942E-42	 0.55383E-12	 0.22603E-08	 0.47134E-14	 0.15595E-20	 0.17824E-27	 0.91361E-35	 0.21454E-42	 0.18681E-50	 0.10000E+01	 0.50238E-06	 0.69742E-07	 0.22902E-07	 0.10463E-07	 0.56945E-08	 0.34563E-08	 0.22608E-08	 0.56521E-08	 0.10000E+01	 0.11408E-06	 0.10000E+01 
01999	 0.10000E+01	 0.99355E-10	 0.48967E-06	 0.13125E-10	 0.73302E-07	 0.63950E-13	 0.38989E-11	 0.24740E-07	 0.26783E-13	 0.35616E-20	 0.16692E-11	 0.11449E-07	 0.13384E-13	 0.24910E-20	 0.10991E-27	 0.87200E-12	 0.62746E-08	 0.76148E-14	 0.16223E-20	 0.10772E-27	 0.21934E-35	 0.51528E-12	 0.38245E-08	 0.47412E-14	 0.10841E-20	 0.85964E-28	 0.27638E-35	 0.30745E-43	 0.33097E-12	 0.25086E-08	 0.31516E-14	 0.75187E-21	 0.65753E-28	 0.26045E-35	 0.47315E-43	 0.31911E-51	 0.10000E+01	 0.48977E-06	 0.73316E-07	 0.24744E-07	 0.11450E-07	 0.62755E-08	 0.38251E-08	 0.25090E-08	 0.62724E-08	 0.10000E+01	 0.14704E-06	 0.10000E+01 
02249	 0.10000E+01	 0.84616E-10	 0.94989E-06	 0.80708E-11	 0.17454E-06	 0.84380E-13	 0.19804E-11	 0.62417E-07	 0.41217E-13	 0.13396E-20	 0.75605E-12	 0.29606E-07	 0.22027E-13	 0.10528E-20	 0.56467E-29	 0.36755E-12	 0.16436E-07	 0.12984E-13	 0.72931E-21	 0.60747E-29	 0.74014E-38	 0.20714E-12	 0.10095E-07	 0.82559E-14	 0.50561E-21	 0.51242E-29	 0.10109E-37	 0.28597E-47	 0.12878E-12	 0.66536E-08	 0.55626E-14	 0.35903E-21	 0.40617E-29	 0.10033E-37	 0.47721E-47	 0.56466E-57	 0.10000E+01	 0.94997E-06	 0.17455E-06	 0.62419E-07	 0.29607E-07	 0.16437E-07	 0.10095E-07	 0.66537E-08	 0.16634E-07	 0.10000E+01	 0.46752E-06	 0.10000E+01 
