tStep  	n= 1 l= 0   	n= 2 l= 0   	n= 2 l= 1   	n= 3 l= 0   	n= 3 l= 1   	n= 3 l= 2   	n= 4 l= 0   	n= 4 l= 1   	n= 4 l= 2   	n= 4 l= 3   	n= 5 l= 0   	n= 5 l= 1   	n= 5 l= 2   	n= 5 l= 3   	n= 5 l= 4   	n= 6 l= 0   	n= 6 l= 1   	n= 6 l= 2   	n= 6 l= 3   	n= 6 l= 4   	n= 6 l= 5   	n= 7 l= 0   	n= 7 l= 1   	n= 7 l= 2   	n= 7 l= 3   	n= 7 l= 4   	n= 7 l= 5   	n= 7 l= 6   	n= 8 l= 0   	n= 8 l= 1   	n= 8 l= 2   	n= 8 l= 3   	n= 8 l= 4   	n= 8 l= 5   	n= 8 l= 6   	n= 8 l= 7   	n= 1        	n= 2        	n= 3        	n= 4        	n= 5        	n= 6        	n= 7        	n= 8        	n+          	oInt        	bInt        	tInt 
0000000	 0.10000E+01	 0.88976E-19	 0.00000E+00	 0.26363E-19	 0.00000E+00	 0.00000E+00	 0.11122E-19	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.56945E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.32954E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.20753E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.13903E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.10000E+01	 0.88976E-19	 0.26363E-19	 0.11122E-19	 0.56945E-20	 0.32954E-20	 0.20753E-20	 0.13903E-20	 0.34756E-20	 0.10000E+01	-0.16873E-08	 0.10000E+01 
0000249	 0.10000E+01	 0.59411E-11	 0.59126E-11	 0.15743E-11	 0.94589E-12	 0.76538E-23	 0.63993E-12	 0.32839E-12	 0.32272E-23	 0.44329E-35	 0.32216E-12	 0.15412E-12	 0.16182E-23	 0.31012E-35	 0.14665E-47	 0.18475E-12	 0.85133E-13	 0.92248E-24	 0.20200E-35	 0.14373E-47	 0.31462E-60	 0.11571E-12	 0.52142E-13	 0.57505E-24	 0.13501E-35	 0.11471E-47	 0.39645E-60	 0.47371E-73	 0.77242E-13	 0.34310E-13	 0.38256E-24	 0.93636E-36	 0.87737E-48	 0.37362E-60	 0.72904E-73	 0.52849E-86	 0.10000E+01	 0.11854E-10	 0.25202E-11	 0.96832E-12	 0.47627E-12	 0.26988E-12	 0.16785E-12	 0.11155E-12	 0.27888E-12	 0.10000E+01	-0.16511E-08	 0.10000E+01 
0000499	 0.10000E+01	 0.22433E-10	 0.12785E-08	 0.58106E-11	 0.20303E-09	 0.36918E-18	 0.23410E-11	 0.70287E-10	 0.15555E-18	 0.47229E-28	 0.11735E-11	 0.32940E-10	 0.77971E-19	 0.33037E-28	 0.34431E-38	 0.67135E-12	 0.18182E-10	 0.44439E-19	 0.21517E-28	 0.33744E-38	 0.16266E-48	 0.41986E-12	 0.11131E-10	 0.27699E-19	 0.14380E-28	 0.26929E-38	 0.20496E-48	 0.53902E-59	 0.28002E-12	 0.73222E-11	 0.18425E-19	 0.99735E-29	 0.20597E-38	 0.19316E-48	 0.82955E-59	 0.13229E-69	 0.10000E+01	 0.13009E-08	 0.20884E-09	 0.72628E-10	 0.34114E-10	 0.18854E-10	 0.11551E-10	 0.76022E-11	 0.19006E-10	 0.10000E+01	-0.10110E-08	 0.10000E+01 
0000749	 0.10000E+01	 0.45808E-10	 0.24472E-07	 0.11411E-10	 0.38362E-08	 0.14283E-15	 0.45268E-11	 0.13213E-08	 0.60096E-16	 0.36348E-24	 0.22522E-11	 0.61774E-09	 0.30103E-16	 0.25420E-24	 0.52457E-33	 0.12831E-11	 0.34052E-09	 0.17150E-16	 0.16555E-24	 0.51406E-33	 0.49018E-42	 0.80044E-12	 0.20830E-09	 0.10687E-16	 0.11063E-24	 0.41023E-33	 0.61765E-42	 0.32118E-51	 0.53295E-12	 0.13695E-09	 0.71079E-17	 0.76723E-25	 0.31377E-33	 0.58206E-42	 0.49429E-51	 0.15583E-60	 0.10000E+01	 0.24517E-07	 0.38476E-08	 0.13258E-08	 0.62000E-09	 0.34181E-09	 0.20910E-09	 0.13748E-09	 0.34370E-09	 0.10000E+01	 0.89997E-08	 0.10000E+01 
0000999	 0.10000E+01	 0.70134E-10	 0.15843E-06	 0.16508E-10	 0.24347E-07	 0.64999E-14	 0.63995E-11	 0.83216E-08	 0.27281E-14	 0.11375E-21	 0.31483E-11	 0.38761E-08	 0.13649E-14	 0.79527E-22	 0.11186E-29	 0.17825E-11	 0.21323E-08	 0.77709E-15	 0.51782E-22	 0.10961E-29	 0.71149E-38	 0.11077E-11	 0.13027E-08	 0.48404E-15	 0.34601E-22	 0.87467E-30	 0.89647E-38	 0.31722E-46	 0.73566E-12	 0.85575E-09	 0.32185E-15	 0.23995E-22	 0.66898E-30	 0.84480E-38	 0.48819E-46	 0.10470E-54	 0.10000E+01	 0.15850E-06	 0.24364E-07	 0.83280E-08	 0.38792E-08	 0.21340E-08	 0.13038E-08	 0.85649E-09	 0.21412E-08	 0.10000E+01	 0.59212E-07	 0.10000E+01 
0001249	 0.10000E+01	 0.88132E-10	 0.51361E-06	 0.19170E-10	 0.76703E-07	 0.76755E-13	 0.71903E-11	 0.25924E-07	 0.32094E-13	 0.47563E-20	 0.34800E-11	 0.12010E-07	 0.16027E-13	 0.33241E-20	 0.16314E-27	 0.19523E-11	 0.65874E-08	 0.91149E-14	 0.21640E-20	 0.15984E-27	 0.36126E-35	 0.12064E-11	 0.40171E-08	 0.56739E-14	 0.14458E-20	 0.12754E-27	 0.45515E-35	 0.56073E-43	 0.79828E-12	 0.26358E-08	 0.37711E-14	 0.10025E-20	 0.97544E-28	 0.42890E-35	 0.86291E-43	 0.64406E-51	 0.10000E+01	 0.51370E-06	 0.76722E-07	 0.25932E-07	 0.12014E-07	 0.65894E-08	 0.40183E-08	 0.26366E-08	 0.65916E-08	 0.10000E+01	 0.16704E-06	 0.10000E+01 
0001499	 0.10000E+01	 0.96943E-10	 0.95183E-06	 0.18817E-10	 0.13692E-06	 0.30601E-12	 0.67203E-11	 0.45596E-07	 0.12732E-12	 0.39370E-19	 0.31734E-11	 0.20974E-07	 0.63427E-13	 0.27503E-19	 0.27479E-26	 0.17556E-11	 0.11458E-07	 0.36024E-13	 0.17899E-19	 0.26921E-26	 0.12349E-33	 0.10756E-11	 0.69706E-08	 0.22405E-13	 0.11957E-19	 0.21479E-26	 0.15557E-33	 0.38911E-41	 0.70767E-12	 0.45666E-08	 0.14883E-13	 0.82902E-20	 0.16427E-26	 0.14660E-33	 0.59878E-41	 0.90703E-49	 0.10000E+01	 0.95193E-06	 0.13694E-06	 0.45603E-07	 0.20977E-07	 0.11460E-07	 0.69717E-08	 0.45673E-08	 0.11418E-07	 0.10000E+01	 0.25678E-06	 0.10000E+01 
0001749	 0.10000E+01	 0.10279E-09	 0.10548E-05	 0.16977E-10	 0.15011E-06	 0.39132E-12	 0.56384E-11	 0.49775E-07	 0.16261E-12	 0.57542E-19	 0.25648E-11	 0.22848E-07	 0.80949E-13	 0.40192E-19	 0.45644E-26	 0.13888E-11	 0.12467E-07	 0.45958E-13	 0.26156E-19	 0.44717E-26	 0.23295E-33	 0.83955E-12	 0.75790E-08	 0.28578E-13	 0.17472E-19	 0.35678E-26	 0.29347E-33	 0.83370E-41	 0.54752E-12	 0.49628E-08	 0.18981E-13	 0.12113E-19	 0.27285E-26	 0.27653E-33	 0.12829E-40	 0.22072E-48	 0.10000E+01	 0.10549E-05	 0.15013E-06	 0.49780E-07	 0.22850E-07	 0.12469E-07	 0.75799E-08	 0.49634E-08	 0.12408E-07	 0.10000E+01	 0.26925E-06	 0.10000E+01 
0001999	 0.10000E+01	 0.10609E-09	 0.11884E-05	 0.14215E-10	 0.20836E-06	 0.13370E-12	 0.42625E-11	 0.73924E-07	 0.60584E-13	 0.48472E-20	 0.18351E-11	 0.34978E-07	 0.31402E-13	 0.34619E-20	 0.12808E-27	 0.96197E-12	 0.19399E-07	 0.18224E-13	 0.22813E-20	 0.12601E-27	 0.24894E-35	 0.56972E-12	 0.11908E-07	 0.11483E-13	 0.15356E-20	 0.10080E-27	 0.31412E-35	 0.34563E-43	 0.36649E-12	 0.78463E-08	 0.76927E-14	 0.10700E-20	 0.77220E-28	 0.29630E-35	 0.53227E-43	 0.35788E-51	 0.10000E+01	 0.11885E-05	 0.20838E-06	 0.73928E-07	 0.34980E-07	 0.19400E-07	 0.11908E-07	 0.78466E-08	 0.19617E-07	 0.10000E+01	 0.57395E-06	 0.10000E+01 
0002249	 0.99999E+00	 0.80048E-10	 0.41582E-05	 0.90660E-11	 0.77143E-06	 0.23107E-11	 0.25425E-11	 0.27664E-06	 0.11313E-11	 0.29372E-18	 0.10645E-11	 0.13138E-06	 0.60499E-12	 0.23087E-18	 0.12417E-25	 0.55080E-12	 0.72984E-07	 0.35673E-12	 0.15994E-18	 0.13314E-25	 0.21978E-33	 0.32400E-12	 0.44842E-07	 0.22686E-12	 0.11088E-18	 0.11209E-25	 0.29725E-33	 0.18973E-41	 0.20761E-12	 0.29563E-07	 0.15286E-12	 0.78732E-19	 0.88734E-26	 0.29319E-33	 0.30913E-41	 0.89277E-50	 0.99999E+00	 0.41583E-05	 0.77144E-06	 0.27664E-06	 0.13138E-06	 0.72985E-07	 0.44842E-07	 0.29564E-07	 0.73909E-07	 0.10000E+01	 0.21102E-05	 0.10000E+01 
