tStep  	n= 1 l= 0   	n= 2 l= 0   	n= 2 l= 1   	n= 3 l= 0   	n= 3 l= 1   	n= 3 l= 2   	n= 4 l= 0   	n= 4 l= 1   	n= 4 l= 2   	n= 4 l= 3   	n= 5 l= 0   	n= 5 l= 1   	n= 5 l= 2   	n= 5 l= 3   	n= 5 l= 4   	n= 6 l= 0   	n= 6 l= 1   	n= 6 l= 2   	n= 6 l= 3   	n= 6 l= 4   	n= 6 l= 5   	n= 7 l= 0   	n= 7 l= 1   	n= 7 l= 2   	n= 7 l= 3   	n= 7 l= 4   	n= 7 l= 5   	n= 7 l= 6   	n= 8 l= 0   	n= 8 l= 1   	n= 8 l= 2   	n= 8 l= 3   	n= 8 l= 4   	n= 8 l= 5   	n= 8 l= 6   	n= 8 l= 7   	n= 1        	n= 2        	n= 3        	n= 4        	n= 5        	n= 6        	n= 7        	n= 8        	n+          	oInt        	bInt        	tInt 
0000000	 0.10000E+01	 0.88976E-19	 0.00000E+00	 0.26363E-19	 0.00000E+00	 0.00000E+00	 0.11122E-19	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.56945E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.32954E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.20753E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.13903E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.10000E+01	 0.88976E-19	 0.26363E-19	 0.11122E-19	 0.56945E-20	 0.32954E-20	 0.20753E-20	 0.13903E-20	 0.34756E-20	 0.10000E+01	-0.16873E-08	 0.10000E+01 
0000249	 0.10000E+01	 0.59412E-11	 0.63058E-12	 0.15743E-11	 0.10088E-12	 0.87056E-25	 0.63993E-12	 0.35023E-13	 0.36706E-25	 0.53773E-38	 0.32216E-12	 0.16436E-13	 0.18406E-25	 0.37619E-38	 0.18972E-51	 0.18475E-12	 0.90794E-14	 0.10492E-25	 0.24504E-38	 0.18594E-51	 0.43409E-65	 0.11571E-12	 0.55609E-14	 0.65407E-26	 0.16377E-38	 0.14840E-51	 0.54700E-65	 0.69705E-79	 0.77242E-13	 0.36592E-14	 0.43513E-26	 0.11359E-38	 0.11351E-51	 0.51550E-65	 0.10728E-78	 0.82937E-93	 0.10000E+01	 0.65717E-11	 0.16751E-11	 0.67495E-12	 0.33860E-12	 0.19383E-12	 0.12127E-12	 0.80901E-13	 0.20225E-12	 0.10000E+01	-0.16538E-08	 0.10000E+01 
0000499	 0.10000E+01	 0.22436E-10	 0.13645E-09	 0.58112E-11	 0.21670E-10	 0.42055E-20	 0.23413E-11	 0.75018E-11	 0.17719E-20	 0.57421E-31	 0.11736E-11	 0.35158E-11	 0.88820E-21	 0.40167E-31	 0.44679E-42	 0.67141E-12	 0.19406E-11	 0.50622E-21	 0.26161E-31	 0.43787E-42	 0.22528E-53	 0.41990E-12	 0.11880E-11	 0.31553E-21	 0.17484E-31	 0.34944E-42	 0.28387E-53	 0.79678E-65	 0.28004E-12	 0.78151E-12	 0.20989E-21	 0.12126E-31	 0.26728E-42	 0.26752E-53	 0.12262E-64	 0.20871E-76	 0.10000E+01	 0.15889E-09	 0.27481E-10	 0.98430E-11	 0.46893E-11	 0.26120E-11	 0.16079E-11	 0.10616E-11	 0.26539E-11	 0.10000E+01	-0.15528E-08	 0.10000E+01 
0000749	 0.10000E+01	 0.45914E-10	 0.26151E-08	 0.11434E-10	 0.40995E-09	 0.16311E-17	 0.45354E-11	 0.14120E-09	 0.68626E-18	 0.44355E-27	 0.22564E-11	 0.66015E-10	 0.34376E-18	 0.31020E-27	 0.68405E-37	 0.12855E-11	 0.36390E-10	 0.19584E-18	 0.20202E-27	 0.67035E-37	 0.68307E-47	 0.80191E-12	 0.22260E-10	 0.12204E-18	 0.13500E-27	 0.53495E-37	 0.86069E-47	 0.47828E-57	 0.53392E-12	 0.14635E-10	 0.81169E-19	 0.93625E-28	 0.40916E-37	 0.81110E-47	 0.73606E-57	 0.24796E-67	 0.10000E+01	 0.26610E-08	 0.42138E-09	 0.14574E-09	 0.68272E-10	 0.37676E-10	 0.23061E-10	 0.15169E-10	 0.37922E-10	 0.10000E+01	-0.46738E-09	 0.10000E+01 
0000999	 0.10000E+01	 0.71214E-10	 0.16958E-07	 0.16731E-10	 0.26062E-08	 0.74468E-16	 0.64830E-11	 0.89078E-09	 0.31255E-16	 0.13948E-24	 0.31888E-11	 0.41492E-09	 0.15637E-16	 0.97521E-25	 0.14682E-33	 0.18052E-11	 0.22825E-09	 0.89029E-17	 0.63499E-25	 0.14387E-33	 0.99955E-43	 0.11217E-11	 0.13944E-09	 0.55455E-17	 0.42430E-25	 0.11480E-33	 0.12594E-42	 0.47701E-52	 0.74495E-12	 0.91605E-10	 0.36874E-17	 0.29424E-25	 0.87805E-34	 0.11868E-42	 0.73409E-52	 0.16851E-61	 0.10000E+01	 0.17030E-07	 0.26230E-08	 0.89726E-09	 0.41810E-09	 0.23005E-09	 0.14057E-09	 0.92350E-10	 0.23087E-09	 0.10000E+01	 0.49088E-08	 0.10000E+01 
0001249	 0.10000E+01	 0.92635E-10	 0.55084E-07	 0.20064E-10	 0.82267E-08	 0.88267E-15	 0.75178E-11	 0.27806E-08	 0.36907E-15	 0.58652E-23	 0.36371E-11	 0.12882E-08	 0.18430E-15	 0.40992E-23	 0.21573E-31	 0.20400E-11	 0.70655E-09	 0.10482E-15	 0.26685E-23	 0.21137E-31	 0.51228E-40	 0.12604E-11	 0.43087E-09	 0.65249E-16	 0.17829E-23	 0.16866E-31	 0.64543E-40	 0.85267E-49	 0.83397E-12	 0.28272E-09	 0.43367E-16	 0.12363E-23	 0.12899E-31	 0.60820E-40	 0.13122E-48	 0.10503E-57	 0.10000E+01	 0.55177E-07	 0.82468E-08	 0.27881E-08	 0.12918E-08	 0.70859E-09	 0.43213E-09	 0.28355E-09	 0.70888E-09	 0.10000E+01	 0.16479E-07	 0.10000E+01 
0001499	 0.10000E+01	 0.10562E-09	 0.10227E-06	 0.20446E-10	 0.14711E-07	 0.35313E-14	 0.73013E-11	 0.48994E-08	 0.14693E-14	 0.48804E-22	 0.34482E-11	 0.22537E-08	 0.73194E-15	 0.34093E-22	 0.36591E-30	 0.19078E-11	 0.12312E-08	 0.41571E-15	 0.22188E-22	 0.35848E-30	 0.17664E-38	 0.11689E-11	 0.74903E-09	 0.25856E-15	 0.14822E-22	 0.28602E-30	 0.22254E-38	 0.59791E-47	 0.76915E-12	 0.49070E-09	 0.17175E-15	 0.10277E-22	 0.21874E-30	 0.20970E-38	 0.92009E-47	 0.14972E-55	 0.10000E+01	 0.10237E-06	 0.14732E-07	 0.49068E-08	 0.22572E-08	 0.12331E-08	 0.75020E-09	 0.49147E-09	 0.12287E-08	 0.10000E+01	 0.26146E-07	 0.10000E+01 
0001749	 0.10000E+01	 0.10834E-09	 0.11338E-06	 0.17929E-10	 0.16136E-07	 0.45195E-14	 0.59629E-11	 0.53509E-08	 0.18780E-14	 0.71418E-22	 0.27146E-11	 0.24562E-08	 0.93491E-15	 0.49884E-22	 0.60880E-30	 0.14707E-11	 0.13403E-08	 0.53079E-15	 0.32464E-22	 0.59643E-30	 0.33390E-38	 0.88931E-12	 0.81479E-09	 0.33006E-15	 0.21685E-22	 0.47587E-30	 0.42065E-38	 0.12842E-46	 0.58011E-12	 0.53353E-09	 0.21921E-15	 0.15035E-22	 0.36393E-30	 0.39637E-38	 0.19762E-46	 0.36539E-55	 0.10000E+01	 0.11349E-06	 0.16154E-07	 0.53568E-08	 0.24589E-08	 0.13418E-08	 0.81568E-09	 0.53411E-09	 0.13353E-08	 0.10000E+01	 0.27490E-07	 0.10000E+01 
0001999	 0.10000E+01	 0.10051E-09	 0.12791E-06	 0.13287E-10	 0.22451E-07	 0.15383E-14	 0.39494E-11	 0.79682E-08	 0.69780E-15	 0.59020E-23	 0.16914E-11	 0.37708E-08	 0.36186E-15	 0.42175E-23	 0.16533E-31	 0.88383E-12	 0.20915E-08	 0.21006E-15	 0.27801E-23	 0.16267E-31	 0.34217E-40	 0.52235E-12	 0.12839E-08	 0.13238E-15	 0.18717E-23	 0.13013E-31	 0.43176E-40	 0.50604E-49	 0.33554E-12	 0.84601E-09	 0.88690E-16	 0.13044E-23	 0.99691E-32	 0.40727E-40	 0.77930E-49	 0.55815E-58	 0.10000E+01	 0.12801E-06	 0.22465E-07	 0.79721E-08	 0.37725E-08	 0.20923E-08	 0.12844E-08	 0.84634E-09	 0.21159E-08	 0.10000E+01	 0.60531E-07	 0.10000E+01 
0002249	 0.10000E+01	 0.79649E-10	 0.45223E-06	 0.73998E-11	 0.83887E-07	 0.27396E-13	 0.17789E-11	 0.30083E-07	 0.13412E-13	 0.37994E-21	 0.66969E-12	 0.14287E-07	 0.71722E-14	 0.29867E-21	 0.17513E-29	 0.32250E-12	 0.79367E-08	 0.42289E-14	 0.20691E-21	 0.18781E-29	 0.33756E-38	 0.18058E-12	 0.48764E-08	 0.26893E-14	 0.14345E-21	 0.15813E-29	 0.45666E-38	 0.31698E-47	 0.11175E-12	 0.32149E-08	 0.18121E-14	 0.10186E-21	 0.12519E-29	 0.45049E-38	 0.51658E-47	 0.16220E-56	 0.10000E+01	 0.45231E-06	 0.83894E-07	 0.30084E-07	 0.14287E-07	 0.79370E-08	 0.48765E-08	 0.32150E-08	 0.80376E-08	 0.10000E+01	 0.22827E-06	 0.10000E+01 
