tStep	n= 1 l= 0   	n= 2 l= 0   	n= 2 l= 1   	n= 3 l= 0   	n= 3 l= 1   	n= 3 l= 2   	n= 4 l= 0   	n= 4 l= 1   	n= 4 l= 2   	n= 4 l= 3   	n= 5 l= 0   	n= 5 l= 1   	n= 5 l= 2   	n= 5 l= 3   	n= 5 l= 4   	n= 6 l= 0   	n= 6 l= 1   	n= 6 l= 2   	n= 6 l= 3   	n= 6 l= 4   	n= 6 l= 5   	n= 7 l= 0   	n= 7 l= 1   	n= 7 l= 2   	n= 7 l= 3   	n= 7 l= 4   	n= 7 l= 5   	n= 7 l= 6   	n= 8 l= 0   	n= 8 l= 1   	n= 8 l= 2   	n= 8 l= 3   	n= 8 l= 4   	n= 8 l= 5   	n= 8 l= 6   	n= 8 l= 7   	n= 1        	n= 2        	n= 3        	n= 4        	n= 5        	n= 6        	n= 7        	n= 8        	n+          	oInt        	bInt        	tInt 
00000	 0.10000E+01	 0.88976E-19	 0.00000E+00	 0.26363E-19	 0.00000E+00	 0.00000E+00	 0.11122E-19	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.56945E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.32954E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.20753E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.13903E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.10000E+01	 0.88976E-19	 0.26363E-19	 0.11122E-19	 0.56945E-20	 0.32954E-20	 0.20753E-20	 0.13903E-20	 0.34756E-20	 0.10000E+01	-0.16873E-08	 0.10000E+01 
00249	 0.10000E+01	 0.59379E-11	 0.65018E-08	 0.15735E-11	 0.10391E-08	 0.92933E-17	 0.63965E-12	 0.36063E-09	 0.39181E-17	 0.59350E-26	 0.32202E-12	 0.16921E-09	 0.19646E-17	 0.41520E-26	 0.21643E-35	 0.18467E-12	 0.93465E-10	 0.11199E-17	 0.27044E-26	 0.21212E-35	 0.51172E-45	 0.11566E-12	 0.57241E-10	 0.69811E-18	 0.18075E-26	 0.16928E-35	 0.64481E-45	 0.84896E-55	 0.77210E-13	 0.37664E-10	 0.46442E-18	 0.12536E-26	 0.12948E-35	 0.60768E-45	 0.13066E-54	 0.10434E-64	 0.10000E+01	 0.65077E-08	 0.10407E-08	 0.36127E-09	 0.16954E-09	 0.93649E-10	 0.57357E-10	 0.37741E-10	 0.94353E-10	 0.10000E+01	 0.15945E-08	 0.10000E+01 
00499	 0.10000E+01	 0.21867E-10	 0.35478E-06	 0.56771E-11	 0.56121E-07	 0.28904E-13	 0.22891E-11	 0.19398E-07	 0.12173E-13	 0.10378E-20	 0.11479E-11	 0.90845E-08	 0.61009E-14	 0.72588E-21	 0.21208E-28	 0.65684E-12	 0.50124E-08	 0.34768E-14	 0.47276E-21	 0.20785E-28	 0.28079E-36	 0.41084E-12	 0.30678E-08	 0.21669E-14	 0.31594E-21	 0.16587E-28	 0.35381E-36	 0.26072E-44	 0.27402E-12	 0.20177E-08	 0.14414E-14	 0.21912E-21	 0.12687E-28	 0.33343E-36	 0.40125E-44	 0.17928E-52	 0.10000E+01	 0.35481E-06	 0.56127E-07	 0.19401E-07	 0.90857E-08	 0.50131E-08	 0.30682E-08	 0.20180E-08	 0.50450E-08	 0.10000E+01	 0.16164E-06	 0.10000E+01 
00749	 0.99999E+00	 0.42958E-10	 0.30729E-05	 0.10103E-10	 0.47738E-06	 0.23382E-11	 0.39721E-11	 0.16385E-06	 0.98285E-12	 0.76704E-18	 0.19703E-11	 0.76471E-07	 0.49209E-12	 0.53636E-18	 0.14224E-24	 0.11210E-11	 0.42114E-07	 0.28028E-12	 0.34927E-18	 0.13939E-24	 0.17070E-31	 0.69874E-12	 0.25746E-07	 0.17463E-12	 0.23340E-18	 0.11123E-24	 0.21509E-31	 0.14362E-38	 0.46502E-12	 0.16921E-07	 0.11613E-12	 0.16186E-18	 0.85073E-25	 0.20269E-31	 0.22102E-38	 0.89455E-46	 0.99999E+00	 0.30729E-05	 0.47739E-06	 0.16385E-06	 0.76474E-07	 0.42116E-07	 0.25747E-07	 0.16921E-07	 0.42303E-07	 0.10000E+01	 0.12514E-05	 0.10000E+01 
00999	 0.99998E+00	 0.14978E-09	 0.11550E-04	 0.22656E-10	 0.17461E-05	 0.36936E-10	 0.78361E-11	 0.59296E-06	 0.15475E-10	 0.49434E-16	 0.36787E-11	 0.27533E-06	 0.77353E-11	 0.34554E-16	 0.36928E-22	 0.20334E-11	 0.15120E-06	 0.44018E-11	 0.22497E-16	 0.36183E-22	 0.17827E-28	 0.12461E-11	 0.92276E-07	 0.27410E-11	 0.15031E-16	 0.28872E-22	 0.22462E-28	 0.60314E-35	 0.82027E-12	 0.60577E-07	 0.18222E-11	 0.10423E-16	 0.22082E-22	 0.21167E-28	 0.92819E-35	 0.15102E-41	 0.99998E+00	 0.11550E-04	 0.17462E-05	 0.59298E-06	 0.27535E-06	 0.15121E-06	 0.92280E-07	 0.60580E-07	 0.15145E-06	 0.10000E+01	 0.40210E-05	 0.10000E+01 
01249	 0.99996E+00	 0.76361E-09	 0.25389E-04	 0.99758E-10	 0.36958E-05	 0.20774E-09	 0.32452E-10	 0.12365E-05	 0.86618E-10	 0.68525E-15	 0.14790E-10	 0.57001E-06	 0.43194E-10	 0.47878E-15	 0.12369E-20	 0.80424E-11	 0.31178E-06	 0.24546E-10	 0.31163E-15	 0.12118E-20	 0.14397E-26	 0.48796E-11	 0.18981E-06	 0.15272E-10	 0.20819E-15	 0.96687E-21	 0.18138E-26	 0.11744E-32	 0.31914E-11	 0.12441E-06	 0.10147E-10	 0.14435E-15	 0.73944E-21	 0.17091E-26	 0.18072E-32	 0.70873E-39	 0.99996E+00	 0.25390E-04	 0.36961E-05	 0.12366E-05	 0.57007E-06	 0.31181E-06	 0.18983E-06	 0.12442E-06	 0.31105E-06	 0.99999E+00	 0.72622E-05	 0.10000E+01 
01499	 0.99995E+00	 0.20731E-08	 0.36748E-04	 0.27325E-09	 0.51125E-05	 0.51963E-09	 0.89080E-10	 0.16798E-05	 0.21546E-09	 0.28348E-14	 0.40632E-10	 0.76764E-06	 0.10715E-09	 0.19797E-14	 0.82666E-20	 0.22104E-10	 0.41783E-06	 0.60795E-10	 0.12882E-14	 0.80982E-20	 0.15500E-25	 0.13415E-10	 0.25362E-06	 0.37790E-10	 0.86047E-15	 0.64611E-20	 0.19526E-25	 0.20377E-31	 0.87747E-11	 0.16591E-06	 0.25093E-10	 0.59655E-15	 0.49411E-20	 0.18399E-25	 0.31357E-31	 0.19813E-37	 0.99995E+00	 0.36751E-04	 0.51133E-05	 0.16801E-05	 0.76779E-06	 0.41792E-06	 0.25367E-06	 0.16594E-06	 0.41486E-06	 0.99999E+00	 0.84456E-05	 0.10000E+01 
01749	 0.99994E+00	 0.26581E-08	 0.38769E-04	 0.36011E-09	 0.53251E-05	 0.60694E-09	 0.11827E-09	 0.17406E-05	 0.25130E-09	 0.36207E-14	 0.54104E-10	 0.79340E-06	 0.12488E-09	 0.25283E-14	 0.11474E-19	 0.29474E-10	 0.43125E-06	 0.70828E-10	 0.16451E-14	 0.11240E-19	 0.23360E-25	 0.17902E-10	 0.26154E-06	 0.44015E-10	 0.10988E-14	 0.89677E-20	 0.29428E-25	 0.33355E-31	 0.11716E-10	 0.17099E-06	 0.29222E-10	 0.76174E-15	 0.68580E-20	 0.27729E-25	 0.51327E-31	 0.35219E-37	 0.99994E+00	 0.38771E-04	 0.53260E-05	 0.17410E-05	 0.79358E-06	 0.43135E-06	 0.26160E-06	 0.17103E-06	 0.42757E-06	 0.99999E+00	 0.83782E-05	 0.10000E+01 
01999	 0.99993E+00	 0.13302E-08	 0.43184E-04	 0.18080E-09	 0.67871E-05	 0.33012E-09	 0.58634E-10	 0.23206E-05	 0.14137E-09	 0.10823E-14	 0.26592E-10	 0.10796E-05	 0.71397E-10	 0.75998E-15	 0.21372E-20	 0.14408E-10	 0.59324E-06	 0.40858E-10	 0.49605E-15	 0.20968E-20	 0.27802E-26	 0.87198E-11	 0.36215E-06	 0.25529E-10	 0.33196E-15	 0.16744E-20	 0.35047E-26	 0.25510E-32	 0.56928E-11	 0.23777E-06	 0.17009E-10	 0.23042E-15	 0.12813E-20	 0.33037E-26	 0.39266E-32	 0.17374E-38	 0.99993E+00	 0.43185E-04	 0.67876E-05	 0.23208E-05	 0.10797E-05	 0.59330E-06	 0.36218E-06	 0.23779E-06	 0.59448E-06	 0.99999E+00	 0.13888E-04	 0.10000E+01 
02249	 0.99986E+00	 0.17638E-08	 0.85037E-04	 0.39377E-09	 0.14849E-04	 0.76498E-09	 0.14998E-09	 0.52012E-05	 0.36974E-09	 0.11929E-14	 0.73195E-10	 0.24421E-05	 0.19658E-09	 0.93428E-15	 0.48016E-21	 0.41262E-10	 0.13481E-05	 0.11555E-09	 0.64600E-15	 0.51596E-21	 0.57554E-28	 0.25575E-10	 0.82510E-06	 0.73341E-10	 0.44734E-15	 0.43492E-21	 0.78656E-28	 0.17657E-35	 0.16957E-10	 0.54260E-06	 0.49359E-10	 0.31741E-15	 0.34458E-21	 0.78091E-28	 0.29662E-35	 0.34577E-43	 0.99986E+00	 0.85039E-04	 0.14850E-04	 0.52017E-05	 0.24424E-05	 0.13483E-05	 0.82520E-06	 0.54267E-06	 0.13567E-05	 0.99997E+00	 0.31976E-04	 0.10000E+01 
