tStep	n= 1 l= 0   	n= 2 l= 0   	n= 2 l= 1   	n= 3 l= 0   	n= 3 l= 1   	n= 3 l= 2   	n= 4 l= 0   	n= 4 l= 1   	n= 4 l= 2   	n= 4 l= 3   	n= 5 l= 0   	n= 5 l= 1   	n= 5 l= 2   	n= 5 l= 3   	n= 5 l= 4   	n= 6 l= 0   	n= 6 l= 1   	n= 6 l= 2   	n= 6 l= 3   	n= 6 l= 4   	n= 6 l= 5   	n= 7 l= 0   	n= 7 l= 1   	n= 7 l= 2   	n= 7 l= 3   	n= 7 l= 4   	n= 7 l= 5   	n= 7 l= 6   	n= 8 l= 0   	n= 8 l= 1   	n= 8 l= 2   	n= 8 l= 3   	n= 8 l= 4   	n= 8 l= 5   	n= 8 l= 6   	n= 8 l= 7   	n= 1        	n= 2        	n= 3        	n= 4        	n= 5        	n= 6        	n= 7        	n= 8        	n+          	oInt        	bInt        	tInt 
00000	 0.10000E+01	 0.88976E-19	 0.00000E+00	 0.26363E-19	 0.00000E+00	 0.00000E+00	 0.11122E-19	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.56945E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.32954E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.20753E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.13903E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.10000E+01	 0.88976E-19	 0.26363E-19	 0.11122E-19	 0.56945E-20	 0.32954E-20	 0.20753E-20	 0.13903E-20	 0.34756E-20	 0.10000E+01	-0.16873E-08	 0.10000E+01 
00249	 0.10000E+01	 0.59063E-11	 0.79647E-07	 0.15660E-11	 0.12730E-07	 0.13946E-14	 0.63670E-12	 0.44177E-08	 0.58796E-15	 0.10910E-22	 0.32056E-12	 0.20729E-08	 0.29481E-15	 0.76325E-23	 0.48737E-31	 0.18384E-12	 0.11449E-08	 0.16805E-15	 0.49715E-23	 0.47766E-31	 0.14116E-39	 0.11514E-12	 0.70121E-09	 0.10476E-15	 0.33227E-23	 0.38120E-31	 0.17787E-39	 0.28688E-48	 0.76867E-13	 0.46139E-09	 0.69692E-16	 0.23045E-23	 0.29158E-31	 0.16763E-39	 0.44151E-48	 0.43192E-57	 0.10000E+01	 0.79653E-07	 0.12731E-07	 0.44184E-08	 0.20732E-08	 0.11451E-08	 0.70132E-09	 0.46146E-09	 0.11537E-08	 0.10000E+01	 0.38141E-07	 0.10000E+01 
00499	 0.99999E+00	 0.30661E-10	 0.43460E-05	 0.62389E-11	 0.68748E-06	 0.43372E-11	 0.23867E-11	 0.23763E-06	 0.18267E-11	 0.19076E-17	 0.11728E-11	 0.11128E-06	 0.91549E-12	 0.13343E-17	 0.47755E-24	 0.66435E-12	 0.61402E-07	 0.52172E-12	 0.86902E-18	 0.46801E-24	 0.77450E-31	 0.41314E-12	 0.37580E-07	 0.32517E-12	 0.58077E-18	 0.37349E-24	 0.97592E-31	 0.88096E-38	 0.27456E-12	 0.24717E-07	 0.21629E-12	 0.40278E-18	 0.28567E-24	 0.91970E-31	 0.13558E-37	 0.74207E-45	 0.99999E+00	 0.43461E-05	 0.68749E-06	 0.23763E-06	 0.11129E-06	 0.61403E-07	 0.37581E-07	 0.24717E-07	 0.61794E-07	 0.10000E+01	 0.19983E-05	 0.10000E+01 
00749	 0.99994E+00	 0.12748E-08	 0.37636E-04	 0.16806E-09	 0.58474E-05	 0.35077E-09	 0.54805E-10	 0.20070E-05	 0.14745E-09	 0.14094E-14	 0.25004E-10	 0.93674E-06	 0.73827E-10	 0.98558E-15	 0.32013E-20	 0.13605E-10	 0.51588E-06	 0.42050E-10	 0.64181E-15	 0.31371E-20	 0.47057E-26	 0.82575E-11	 0.31538E-06	 0.26199E-10	 0.42888E-15	 0.25034E-20	 0.59293E-26	 0.48491E-32	 0.54018E-11	 0.20727E-06	 0.17423E-10	 0.29743E-15	 0.19147E-20	 0.55876E-26	 0.74627E-32	 0.36995E-38	 0.99994E+00	 0.37637E-04	 0.58479E-05	 0.20072E-05	 0.93684E-06	 0.51594E-06	 0.31542E-06	 0.20730E-06	 0.51824E-06	 0.99998E+00	 0.15350E-04	 0.10000E+01 
00999	 0.99977E+00	 0.21643E-07	 0.14138E-03	 0.29003E-08	 0.21384E-04	 0.55359E-08	 0.95094E-09	 0.72625E-05	 0.23197E-08	 0.90715E-13	 0.43491E-09	 0.33724E-05	 0.11596E-08	 0.63417E-13	 0.82971E-18	 0.23694E-09	 0.18520E-05	 0.65992E-09	 0.41290E-13	 0.81302E-18	 0.49041E-23	 0.14392E-09	 0.11303E-05	 0.41094E-09	 0.27589E-13	 0.64876E-18	 0.61792E-23	 0.20314E-28	 0.94198E-10	 0.74200E-06	 0.27319E-09	 0.19131E-13	 0.49619E-18	 0.58231E-23	 0.31263E-28	 0.62275E-34	 0.99977E+00	 0.14140E-03	 0.21392E-04	 0.72657E-05	 0.33740E-05	 0.18529E-05	 0.11308E-05	 0.74237E-06	 0.18559E-05	 0.99995E+00	 0.49316E-04	 0.10000E+01 
01249	 0.99952E+00	 0.12784E-06	 0.31046E-03	 0.17177E-07	 0.45244E-04	 0.31081E-07	 0.56338E-08	 0.15141E-04	 0.12965E-07	 0.12544E-11	 0.25767E-08	 0.69809E-05	 0.64664E-08	 0.87667E-12	 0.27702E-16	 0.14038E-08	 0.38186E-05	 0.36751E-08	 0.57069E-12	 0.27145E-16	 0.39448E-21	 0.85268E-09	 0.23248E-05	 0.22867E-08	 0.38128E-12	 0.21660E-16	 0.49705E-21	 0.39369E-26	 0.55807E-09	 0.15238E-05	 0.15194E-08	 0.26438E-12	 0.16566E-16	 0.46841E-21	 0.60590E-26	 0.29067E-31	 0.99952E+00	 0.31059E-03	 0.45293E-04	 0.15160E-04	 0.69900E-05	 0.38237E-05	 0.23280E-05	 0.15259E-05	 0.38147E-05	 0.99991E+00	 0.89200E-04	 0.10000E+01 
01499	 0.99934E+00	 0.33221E-06	 0.44885E-03	 0.44444E-07	 0.62568E-04	 0.77598E-07	 0.14542E-07	 0.20568E-04	 0.32198E-07	 0.51762E-11	 0.66429E-08	 0.94013E-05	 0.16016E-07	 0.36163E-11	 0.18453E-15	 0.36164E-08	 0.51178E-05	 0.90890E-08	 0.23537E-11	 0.18082E-15	 0.42297E-20	 0.21956E-08	 0.31067E-05	 0.56502E-08	 0.15723E-11	 0.14429E-15	 0.53295E-20	 0.67980E-25	 0.14366E-08	 0.20323E-05	 0.37520E-08	 0.10901E-11	 0.11036E-15	 0.50223E-20	 0.10462E-24	 0.80802E-30	 0.99934E+00	 0.44919E-03	 0.62690E-04	 0.20615E-04	 0.94239E-05	 0.51305E-05	 0.31145E-05	 0.20375E-05	 0.50938E-05	 0.99989E+00	 0.10400E-03	 0.10000E+01 
01749	 0.99931E+00	 0.39374E-06	 0.47341E-03	 0.52726E-07	 0.65165E-04	 0.90598E-07	 0.17254E-07	 0.21313E-04	 0.37540E-07	 0.66073E-11	 0.78812E-08	 0.97170E-05	 0.18661E-07	 0.46158E-11	 0.25594E-15	 0.42904E-08	 0.52823E-05	 0.10585E-07	 0.30040E-11	 0.25079E-15	 0.63689E-20	 0.26048E-08	 0.32037E-05	 0.65788E-08	 0.20067E-11	 0.20012E-15	 0.80249E-20	 0.11115E-24	 0.17043E-08	 0.20947E-05	 0.43679E-08	 0.13913E-11	 0.15306E-15	 0.75624E-20	 0.17106E-24	 0.14345E-29	 0.99931E+00	 0.47380E-03	 0.65309E-04	 0.21367E-04	 0.97436E-05	 0.52971E-05	 0.32129E-05	 0.21007E-05	 0.52518E-05	 0.99989E+00	 0.10325E-03	 0.10000E+01 
01999	 0.99915E+00	 0.14733E-06	 0.52802E-03	 0.19187E-07	 0.83075E-04	 0.49378E-07	 0.62343E-08	 0.28412E-04	 0.21156E-07	 0.19802E-11	 0.28402E-08	 0.13219E-04	 0.10687E-07	 0.13909E-11	 0.47832E-16	 0.15443E-08	 0.72643E-05	 0.61160E-08	 0.90798E-12	 0.46936E-16	 0.76114E-21	 0.93690E-09	 0.44346E-05	 0.38217E-08	 0.60767E-12	 0.37486E-16	 0.95961E-21	 0.85426E-26	 0.61274E-09	 0.29117E-05	 0.25463E-08	 0.42183E-12	 0.28687E-16	 0.90465E-21	 0.13151E-25	 0.71169E-31	 0.99915E+00	 0.52817E-03	 0.83143E-04	 0.28439E-04	 0.13232E-04	 0.72720E-05	 0.44394E-05	 0.29148E-05	 0.72870E-05	 0.99982E+00	 0.17045E-03	 0.10000E+01 
02249	 0.99824E+00	 0.23240E-06	 0.10402E-02	 0.55539E-07	 0.18154E-03	 0.11468E-06	 0.21524E-07	 0.63575E-04	 0.55426E-07	 0.21912E-11	 0.10579E-07	 0.29847E-04	 0.29468E-07	 0.17162E-11	 0.10806E-16	 0.59853E-08	 0.16476E-04	 0.17320E-07	 0.11866E-11	 0.11612E-16	 0.15871E-22	 0.37176E-08	 0.10083E-04	 0.10994E-07	 0.82169E-12	 0.97879E-17	 0.21689E-22	 0.59685E-29	 0.24682E-08	 0.66309E-05	 0.73986E-08	 0.58304E-12	 0.77549E-17	 0.21533E-22	 0.10026E-28	 0.14303E-35	 0.99824E+00	 0.10405E-02	 0.18171E-03	 0.63652E-04	 0.29887E-04	 0.16499E-04	 0.10098E-04	 0.66407E-05	 0.16602E-04	 0.99959E+00	 0.39174E-03	 0.10000E+01 
