tStep  	n= 1 l= 0   	n= 2 l= 0   	n= 2 l= 1   	n= 3 l= 0   	n= 3 l= 1   	n= 3 l= 2   	n= 4 l= 0   	n= 4 l= 1   	n= 4 l= 2   	n= 4 l= 3   	n= 5 l= 0   	n= 5 l= 1   	n= 5 l= 2   	n= 5 l= 3   	n= 5 l= 4   	n= 6 l= 0   	n= 6 l= 1   	n= 6 l= 2   	n= 6 l= 3   	n= 6 l= 4   	n= 6 l= 5   	n= 7 l= 0   	n= 7 l= 1   	n= 7 l= 2   	n= 7 l= 3   	n= 7 l= 4   	n= 7 l= 5   	n= 7 l= 6   	n= 8 l= 0   	n= 8 l= 1   	n= 8 l= 2   	n= 8 l= 3   	n= 8 l= 4   	n= 8 l= 5   	n= 8 l= 6   	n= 8 l= 7   	n= 1        	n= 2        	n= 3        	n= 4        	n= 5        	n= 6        	n= 7        	n= 8        	n+          	oInt        	bInt        	tInt 
0000000	 0.10000E+01	 0.88976E-19	 0.00000E+00	 0.26363E-19	 0.00000E+00	 0.00000E+00	 0.11122E-19	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.56945E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.32954E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.20753E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.13903E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.10000E+01	 0.88976E-19	 0.26363E-19	 0.11122E-19	 0.56945E-20	 0.32954E-20	 0.20753E-20	 0.13903E-20	 0.34756E-20	 0.10000E+01	-0.16873E-08	 0.10000E+01 
0000249	 0.10000E+01	 0.59136E-11	 0.60785E-07	 0.15678E-11	 0.97149E-08	 0.81224E-15	 0.63742E-12	 0.33715E-08	 0.34245E-15	 0.48495E-23	 0.32092E-12	 0.15820E-08	 0.17171E-15	 0.33926E-23	 0.16533E-31	 0.18404E-12	 0.87379E-09	 0.97880E-16	 0.22098E-23	 0.16203E-31	 0.36544E-40	 0.11527E-12	 0.53515E-09	 0.61015E-16	 0.14769E-23	 0.12931E-31	 0.46049E-40	 0.56681E-49	 0.76952E-13	 0.35212E-09	 0.40591E-16	 0.10243E-23	 0.98910E-32	 0.43397E-40	 0.87232E-49	 0.65127E-58	 0.10000E+01	 0.60790E-07	 0.97165E-08	 0.33722E-08	 0.15823E-08	 0.87398E-09	 0.53526E-09	 0.35220E-09	 0.88049E-09	 0.10000E+01	 0.28717E-07	 0.10000E+01 
0000499	 0.99999E+00	 0.25925E-10	 0.33757E-05	 0.57457E-11	 0.53402E-06	 0.26162E-11	 0.22448E-11	 0.18459E-06	 0.11019E-11	 0.89368E-18	 0.11124E-11	 0.86445E-07	 0.55224E-12	 0.62509E-18	 0.17376E-24	 0.63284E-12	 0.47697E-07	 0.31471E-12	 0.40712E-18	 0.17028E-24	 0.21886E-31	 0.39452E-12	 0.29192E-07	 0.19615E-12	 0.27208E-18	 0.13589E-24	 0.27578E-31	 0.19334E-38	 0.26259E-12	 0.19200E-07	 0.13047E-12	 0.18869E-18	 0.10394E-24	 0.25989E-31	 0.29755E-38	 0.12649E-45	 0.99999E+00	 0.33758E-05	 0.53402E-06	 0.18459E-06	 0.86447E-07	 0.47698E-07	 0.29193E-07	 0.19200E-07	 0.48001E-07	 0.10000E+01	 0.15523E-05	 0.10000E+01 
0000749	 0.99995E+00	 0.80875E-09	 0.30159E-04	 0.10648E-09	 0.46867E-05	 0.22503E-09	 0.34731E-10	 0.16088E-05	 0.94594E-10	 0.72410E-15	 0.15850E-10	 0.75089E-06	 0.47362E-10	 0.50634E-15	 0.13172E-20	 0.86251E-11	 0.41354E-06	 0.26976E-10	 0.32973E-15	 0.12908E-20	 0.15506E-26	 0.52356E-11	 0.25282E-06	 0.16808E-10	 0.22034E-15	 0.10300E-20	 0.19538E-26	 0.12797E-32	 0.34253E-11	 0.16616E-06	 0.11178E-10	 0.15280E-15	 0.78781E-21	 0.18412E-26	 0.19695E-32	 0.78194E-39	 0.99995E+00	 0.30160E-04	 0.46870E-05	 0.16089E-05	 0.75095E-06	 0.41358E-06	 0.25284E-06	 0.16617E-06	 0.41543E-06	 0.99999E+00	 0.12320E-04	 0.10000E+01 
0000999	 0.99981E+00	 0.15112E-07	 0.11885E-03	 0.20165E-08	 0.17987E-04	 0.39005E-08	 0.66009E-09	 0.61105E-05	 0.16345E-08	 0.53633E-13	 0.30166E-09	 0.28378E-05	 0.81709E-09	 0.37493E-13	 0.41166E-18	 0.16428E-09	 0.15586E-05	 0.46498E-09	 0.24411E-13	 0.40338E-18	 0.20419E-23	 0.99758E-10	 0.95123E-06	 0.28955E-09	 0.16311E-13	 0.32188E-18	 0.25728E-23	 0.70983E-29	 0.65280E-10	 0.62448E-06	 0.19250E-09	 0.11311E-13	 0.24618E-18	 0.24245E-23	 0.10924E-28	 0.18262E-34	 0.99981E+00	 0.11886E-03	 0.17993E-04	 0.61128E-05	 0.28390E-05	 0.15592E-05	 0.95162E-06	 0.62474E-06	 0.15619E-05	 0.99996E+00	 0.41650E-04	 0.10000E+01 
0001249	 0.99957E+00	 0.10258E-06	 0.27973E-03	 0.13742E-07	 0.40816E-04	 0.25094E-07	 0.45020E-08	 0.13667E-04	 0.10467E-07	 0.91005E-12	 0.20579E-08	 0.63027E-05	 0.52203E-08	 0.63600E-12	 0.18054E-16	 0.11208E-08	 0.34481E-05	 0.29668E-08	 0.41402E-12	 0.17691E-16	 0.23095E-21	 0.68066E-09	 0.20995E-05	 0.18460E-08	 0.27661E-12	 0.14117E-16	 0.29100E-21	 0.20707E-26	 0.44543E-09	 0.13762E-05	 0.12266E-08	 0.19180E-12	 0.10797E-16	 0.27423E-21	 0.31869E-26	 0.13736E-31	 0.99957E+00	 0.27983E-03	 0.40855E-04	 0.13681E-04	 0.63100E-05	 0.34522E-05	 0.21020E-05	 0.13779E-05	 0.34446E-05	 0.99992E+00	 0.81124E-04	 0.10000E+01 
0001499	 0.99935E+00	 0.32489E-06	 0.44445E-03	 0.43228E-07	 0.61892E-04	 0.76307E-07	 0.14113E-07	 0.20339E-04	 0.31641E-07	 0.50731E-11	 0.64394E-08	 0.92953E-05	 0.15734E-07	 0.35442E-11	 0.17967E-15	 0.35034E-08	 0.50597E-05	 0.89273E-08	 0.23067E-11	 0.17606E-15	 0.40892E-20	 0.21262E-08	 0.30712E-05	 0.55490E-08	 0.15409E-11	 0.14049E-15	 0.51524E-20	 0.65278E-25	 0.13908E-08	 0.20091E-05	 0.36845E-08	 0.10684E-11	 0.10745E-15	 0.48555E-20	 0.10047E-24	 0.77073E-30	 0.99935E+00	 0.44478E-03	 0.62012E-04	 0.20385E-04	 0.93175E-05	 0.50721E-05	 0.30789E-05	 0.20142E-05	 0.50354E-05	 0.99989E+00	 0.10311E-03	 0.10000E+01 
0001749	 0.99927E+00	 0.52536E-06	 0.51375E-03	 0.69586E-07	 0.68694E-04	 0.11960E-06	 0.22667E-07	 0.22207E-04	 0.49359E-07	 0.10361E-10	 0.10330E-07	 0.10068E-04	 0.24487E-07	 0.72363E-11	 0.46821E-15	 0.56166E-08	 0.54559E-05	 0.13875E-07	 0.47088E-11	 0.45881E-15	 0.13553E-19	 0.34073E-08	 0.33027E-05	 0.86171E-08	 0.31452E-11	 0.36612E-15	 0.17077E-19	 0.27542E-24	 0.22282E-08	 0.21567E-05	 0.57186E-08	 0.21805E-11	 0.28003E-15	 0.16093E-19	 0.42388E-24	 0.41387E-29	 0.99927E+00	 0.51428E-03	 0.68884E-04	 0.22279E-04	 0.10103E-04	 0.54754E-05	 0.33147E-05	 0.21646E-05	 0.54115E-05	 0.99990E+00	 0.99215E-04	 0.10000E+01 
0001999	 0.99923E+00	 0.39893E-06	 0.52220E-03	 0.52821E-07	 0.73459E-04	 0.96029E-07	 0.17201E-07	 0.24193E-04	 0.39915E-07	 0.70188E-11	 0.78384E-08	 0.11064E-04	 0.19871E-07	 0.49063E-11	 0.27520E-15	 0.42614E-08	 0.60242E-05	 0.11281E-07	 0.31942E-11	 0.26973E-15	 0.69455E-20	 0.25850E-08	 0.36573E-05	 0.70146E-08	 0.21342E-11	 0.21526E-15	 0.87523E-20	 0.12306E-24	 0.16904E-08	 0.23926E-05	 0.46588E-08	 0.14799E-11	 0.16465E-15	 0.82483E-20	 0.18940E-24	 0.16132E-29	 0.99923E+00	 0.52260E-03	 0.73608E-04	 0.24250E-04	 0.11092E-04	 0.60398E-05	 0.36669E-05	 0.23990E-05	 0.59975E-05	 0.99987E+00	 0.11972E-03	 0.10000E+01 
0002249	 0.99877E+00	 0.74508E-07	 0.76468E-03	 0.11929E-07	 0.12529E-03	 0.63252E-07	 0.42800E-08	 0.43125E-04	 0.28879E-07	 0.12921E-11	 0.20479E-08	 0.20098E-04	 0.15003E-07	 0.93491E-12	 0.18237E-16	 0.11442E-08	 0.11051E-04	 0.87148E-08	 0.62047E-12	 0.17988E-16	 0.21022E-21	 0.70586E-09	 0.67483E-05	 0.54937E-08	 0.41946E-12	 0.14412E-16	 0.26542E-21	 0.17614E-26	 0.46668E-09	 0.44313E-05	 0.36812E-08	 0.29310E-12	 0.11053E-16	 0.25046E-21	 0.27136E-26	 0.11014E-31	 0.99877E+00	 0.76476E-03	 0.12537E-03	 0.43158E-04	 0.20115E-04	 0.11061E-04	 0.67545E-05	 0.44354E-05	 0.11089E-04	 0.99974E+00	 0.24761E-03	 0.10000E+01 
