tStep  	n= 1 l= 0   	n= 2 l= 0   	n= 2 l= 1   	n= 3 l= 0   	n= 3 l= 1   	n= 3 l= 2   	n= 4 l= 0   	n= 4 l= 1   	n= 4 l= 2   	n= 4 l= 3   	n= 5 l= 0   	n= 5 l= 1   	n= 5 l= 2   	n= 5 l= 3   	n= 5 l= 4   	n= 6 l= 0   	n= 6 l= 1   	n= 6 l= 2   	n= 6 l= 3   	n= 6 l= 4   	n= 6 l= 5   	n= 7 l= 0   	n= 7 l= 1   	n= 7 l= 2   	n= 7 l= 3   	n= 7 l= 4   	n= 7 l= 5   	n= 7 l= 6   	n= 8 l= 0   	n= 8 l= 1   	n= 8 l= 2   	n= 8 l= 3   	n= 8 l= 4   	n= 8 l= 5   	n= 8 l= 6   	n= 8 l= 7   	n= 1        	n= 2        	n= 3        	n= 4        	n= 5        	n= 6        	n= 7        	n= 8        	n+          	oInt        	bInt        	tInt 
0000000	 0.10000E+01	 0.88976E-19	 0.00000E+00	 0.26363E-19	 0.00000E+00	 0.00000E+00	 0.11122E-19	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.56945E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.32954E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.20753E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.13903E-20	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.00000E+00	 0.10000E+01	 0.88976E-19	 0.26363E-19	 0.11122E-19	 0.56945E-20	 0.32954E-20	 0.20753E-20	 0.13903E-20	 0.34756E-20	 0.10000E+01	-0.16873E-08	 0.10000E+01 
0000249	 0.10000E+01	 0.59408E-11	 0.60785E-09	 0.15742E-11	 0.97149E-10	 0.81225E-19	 0.63991E-12	 0.33715E-10	 0.34245E-19	 0.48495E-29	 0.32215E-12	 0.15820E-10	 0.17171E-19	 0.33926E-29	 0.16533E-39	 0.18474E-12	 0.87379E-11	 0.97880E-20	 0.22098E-29	 0.16203E-39	 0.36544E-50	 0.11570E-12	 0.53515E-11	 0.61015E-20	 0.14769E-29	 0.12931E-39	 0.46049E-50	 0.56681E-61	 0.77239E-13	 0.35212E-11	 0.40591E-20	 0.10243E-29	 0.98910E-40	 0.43397E-50	 0.87232E-61	 0.65127E-72	 0.10000E+01	 0.61379E-09	 0.98723E-10	 0.34355E-10	 0.16142E-10	 0.89227E-11	 0.54672E-11	 0.35984E-11	 0.89961E-11	 0.10000E+01	-0.13504E-08	 0.10000E+01 
0000499	 0.10000E+01	 0.22372E-10	 0.33758E-07	 0.57972E-11	 0.53402E-08	 0.26163E-15	 0.23359E-11	 0.18459E-08	 0.11019E-15	 0.89371E-24	 0.11709E-11	 0.86445E-09	 0.55225E-16	 0.62511E-24	 0.17376E-32	 0.66992E-12	 0.47697E-09	 0.31472E-16	 0.40713E-24	 0.17029E-32	 0.21887E-41	 0.41897E-12	 0.29192E-09	 0.19615E-16	 0.27209E-24	 0.13590E-32	 0.27579E-41	 0.19336E-50	 0.27943E-12	 0.19200E-09	 0.13047E-16	 0.18870E-24	 0.10395E-32	 0.25991E-41	 0.29757E-50	 0.12650E-59	 0.10000E+01	 0.33780E-07	 0.53460E-08	 0.18482E-08	 0.86563E-09	 0.47764E-09	 0.29234E-09	 0.19228E-09	 0.48070E-09	 0.10000E+01	 0.13922E-07	 0.10000E+01 
0000749	 0.10000E+01	 0.44809E-10	 0.30164E-06	 0.11192E-10	 0.46870E-07	 0.22509E-13	 0.44432E-11	 0.16088E-07	 0.94615E-14	 0.72437E-21	 0.22114E-11	 0.75092E-08	 0.47372E-14	 0.50652E-21	 0.13178E-28	 0.12601E-11	 0.41355E-08	 0.26982E-14	 0.32984E-21	 0.12914E-28	 0.15516E-36	 0.78615E-12	 0.25283E-08	 0.16811E-14	 0.22041E-21	 0.10305E-28	 0.19550E-36	 0.12807E-44	 0.52347E-12	 0.16616E-08	 0.11180E-14	 0.15285E-21	 0.78817E-29	 0.18423E-36	 0.19709E-44	 0.78258E-53	 0.10000E+01	 0.30168E-06	 0.46881E-07	 0.16093E-07	 0.75114E-08	 0.41368E-08	 0.25291E-08	 0.16622E-08	 0.41554E-08	 0.10000E+01	 0.12160E-06	 0.10000E+01 
0000999	 0.10000E+01	 0.65402E-10	 0.11893E-05	 0.15441E-10	 0.17992E-06	 0.39049E-12	 0.59943E-11	 0.61115E-07	 0.16360E-12	 0.53717E-19	 0.29509E-11	 0.28382E-07	 0.81781E-13	 0.37549E-19	 0.41250E-26	 0.16713E-11	 0.15587E-07	 0.46538E-13	 0.24446E-19	 0.40418E-26	 0.20471E-33	 0.10388E-11	 0.95132E-08	 0.28979E-13	 0.16334E-19	 0.32250E-26	 0.25792E-33	 0.71196E-41	 0.69001E-12	 0.62454E-08	 0.19265E-13	 0.11326E-19	 0.24666E-26	 0.24305E-33	 0.10957E-40	 0.18326E-48	 0.10000E+01	 0.11893E-05	 0.17993E-06	 0.61121E-07	 0.28385E-07	 0.15589E-07	 0.95142E-08	 0.62461E-08	 0.15615E-07	 0.10000E+01	 0.41460E-06	 0.10000E+01 
0001249	 0.10000E+01	 0.80456E-10	 0.28022E-05	 0.17143E-10	 0.40842E-06	 0.25167E-11	 0.64107E-11	 0.13671E-06	 0.10493E-11	 0.91375E-18	 0.30996E-11	 0.63042E-07	 0.52323E-12	 0.63843E-18	 0.18150E-24	 0.17381E-11	 0.34488E-07	 0.29734E-12	 0.41555E-18	 0.17781E-24	 0.23246E-31	 0.10737E-11	 0.20998E-07	 0.18500E-12	 0.27761E-18	 0.14187E-24	 0.29287E-31	 0.20868E-38	 0.71037E-12	 0.13764E-07	 0.12292E-12	 0.19248E-18	 0.10850E-24	 0.27597E-31	 0.32113E-38	 0.13860E-45	 0.10000E+01	 0.28022E-05	 0.40844E-06	 0.13672E-06	 0.63046E-07	 0.34490E-07	 0.20999E-07	 0.13764E-07	 0.34411E-07	 0.10000E+01	 0.80772E-06	 0.10000E+01 
0001499	 0.99999E+00	 0.10023E-09	 0.44584E-05	 0.18140E-10	 0.61955E-06	 0.76707E-11	 0.63971E-11	 0.20349E-06	 0.31783E-11	 0.51098E-17	 0.30072E-11	 0.92975E-07	 0.15800E-11	 0.35683E-17	 0.18136E-23	 0.16601E-11	 0.50603E-07	 0.89631E-12	 0.23219E-17	 0.17767E-23	 0.41367E-30	 0.10158E-11	 0.30714E-07	 0.55707E-12	 0.15509E-17	 0.14175E-23	 0.52113E-30	 0.66184E-37	 0.66786E-12	 0.20091E-07	 0.36987E-12	 0.10752E-17	 0.10841E-23	 0.49103E-30	 0.10184E-36	 0.78315E-44	 0.99999E+00	 0.44585E-05	 0.61958E-06	 0.20350E-06	 0.92980E-07	 0.50605E-07	 0.30715E-07	 0.20092E-07	 0.50230E-07	 0.10000E+01	 0.10240E-05	 0.10000E+01 
0001749	 0.99999E+00	 0.13154E-09	 0.51582E-05	 0.20549E-10	 0.68776E-06	 0.12040E-10	 0.68212E-11	 0.22217E-06	 0.49643E-11	 0.10457E-16	 0.31118E-11	 0.10069E-06	 0.24618E-11	 0.72991E-17	 0.47382E-23	 0.16891E-11	 0.54555E-07	 0.13946E-11	 0.47484E-17	 0.46414E-23	 0.13754E-29	 0.10229E-11	 0.33022E-07	 0.86606E-12	 0.31711E-17	 0.37030E-23	 0.17326E-29	 0.28029E-36	 0.66794E-12	 0.21562E-07	 0.57471E-12	 0.21983E-17	 0.28318E-23	 0.16325E-29	 0.43129E-36	 0.42238E-43	 0.99999E+00	 0.51584E-05	 0.68779E-06	 0.22218E-06	 0.10070E-06	 0.54558E-07	 0.33023E-07	 0.21563E-07	 0.53907E-07	 0.10000E+01	 0.98236E-06	 0.10000E+01 
0001999	 0.99999E+00	 0.15321E-09	 0.52398E-05	 0.21075E-10	 0.73540E-06	 0.96586E-11	 0.65497E-11	 0.24205E-06	 0.40113E-11	 0.70752E-17	 0.28855E-11	 0.11067E-06	 0.19963E-11	 0.49434E-17	 0.27808E-23	 0.15349E-11	 0.60249E-07	 0.11331E-11	 0.32176E-17	 0.27246E-23	 0.70353E-30	 0.91785E-12	 0.36574E-07	 0.70451E-12	 0.21495E-17	 0.21740E-23	 0.88635E-30	 0.12495E-36	 0.59435E-12	 0.23926E-07	 0.46788E-12	 0.14904E-17	 0.16627E-23	 0.83519E-30	 0.19229E-36	 0.16421E-43	 0.99999E+00	 0.52399E-05	 0.73543E-06	 0.24206E-06	 0.11067E-06	 0.60252E-07	 0.36576E-07	 0.23927E-07	 0.59818E-07	 0.10000E+01	 0.11888E-05	 0.10000E+01 
0002249	 0.99999E+00	 0.13308E-09	 0.76592E-05	 0.14413E-10	 0.12544E-05	 0.63394E-11	 0.39038E-11	 0.43173E-06	 0.28935E-11	 0.12966E-17	 0.15900E-11	 0.20120E-06	 0.15030E-11	 0.93796E-18	 0.18328E-24	 0.80639E-12	 0.11064E-06	 0.87304E-12	 0.62243E-18	 0.18075E-24	 0.21153E-31	 0.46763E-12	 0.67557E-07	 0.55034E-12	 0.42075E-18	 0.14481E-24	 0.26705E-31	 0.17745E-38	 0.29659E-12	 0.44362E-07	 0.36876E-12	 0.29400E-18	 0.11104E-24	 0.25197E-31	 0.27335E-38	 0.11109E-45	 0.99999E+00	 0.76593E-05	 0.12544E-05	 0.43174E-06	 0.20121E-06	 0.11064E-06	 0.67558E-07	 0.44362E-07	 0.11091E-06	 0.10000E+01	 0.24729E-05	 0.10000E+01 
